Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
6,5,12,19.0,No,average,3.0,MSI,235,136,80+
6,5,3,31.0,Yes,low,2.5,Others,565,146,60-
7,4,0,26.0,No,average,3.3000000000000003,Razer,625,107,60-
9,4,9,28.0,Yes,average,3.4000000000000004,Others,725,107,60-
11,6,5,23.0,No,average,2.3000000000000003,Microsoft,610,152,80+
6,6,0,27.0,Yes,low,3.3000000000000003,Leveno,545,146,60-
7,3,1,34.0,No,high,3.3000000000000003,MSI,295,124,80+
9,4,3,20.0,Yes,high,1.8,Razer,405,125,60-
6,5,1,28.0,Yes,low,4.3,Asus,990,143,80+
8,4,10,26.0,Yes,high,3.5,Acer,920,121,60-
7,3,1,27.0,No,high,2.6,Asus,275,142,60~80
10,2,3,26.0,Yes,low,2.1,Leveno,990,108,60-
10,4,1,20.0,Yes,average,2.6,Others,680,115,60-
5,3,1,20.0,No,high,3.1,MSI,575,107,80+
6,14,13,31.0,Yes,high,2.1,HP,475,166,80+
4,4,2,31.0,No,average,4.3,Others,180,141,80+
8,6,2,34.0,Yes,high,2.1,Others,525,112,60-
5,5,5,22.0,Yes,high,2.0,Acer,235,103,60-
6,3,1,19.0,No,average,2.4000000000000004,Razer,420,117,60~80
5,7,2,33.0,Yes,high,3.2,MSI,500,103,60-
7,2,13,23.0,No,high,2.8000000000000003,Acer,0,110,60-
10,7,2,30.0,No,high,3.3000000000000003,MSI,320,124,80+
5,4,0,32.0,Yes,low,4.0,MSI,745,135,80+
6,5,2,27.0,No,average,2.2,Leveno,195,144,60-
6,2,11,22.0,Yes,low,2.2,Microsoft,455,110,60-
6,3,3,27.0,No,low,2.6,Apple,315,123,60-
6,4,0,33.0,No,average,2.4000000000000004,Others,515,125,80+
3,3,0,33.0,No,average,2.3000000000000003,HP,290,135,60-
10,6,3,32.0,No,average,1.9000000000000001,MSI,305,130,80+
6,4,2,34.0,Yes,average,4.2,Asus,115,107,80+
7,8,12,19.0,No,high,1.9000000000000001,HP,660,103,80+
5,3,2,24.0,No,low,1.8,Others,735,123,80+
7,3,6,25.0,Yes,low,1.9000000000000001,Leveno,440,122,60-
7,3,0,33.0,No,high,1.8,Razer,265,122,80+
8,7,3,28.0,No,high,3.3000000000000003,Apple,0,124,80+
6,14,9,21.0,No,high,2.5,Leveno,780,143,60~80
6,4,3,24.0,Yes,high,4.3,Others,480,100,80+
3,6,10,32.0,Yes,high,3.3000000000000003,Acer,375,135,60-
7,3,0,20.0,No,average,2.7,Apple,310,171,80+
7,5,0,26.0,No,high,4.2,Razer,580,101,80+
6,3,10,19.0,Yes,average,1.9000000000000001,Others,795,112,60-
6,7,0,31.0,No,average,2.7,HP,570,108,80+
6,7,9,32.0,No,high,2.2,MSI,425,144,60~80
6,4,2,27.0,Yes,low,2.3000000000000003,Dell,420,105,80+
8,5,11,35.0,Yes,low,2.6,Microsoft,875,104,60-
6,1,0,31.0,No,high,3.2,Razer,315,131,60-
6,3,5,20.0,Yes,average,2.5,Razer,390,107,60-
9,5,12,21.0,Yes,low,2.4000000000000004,MSI,580,142,60-
5,2,1,23.0,Yes,low,4.3,Microsoft,155,107,80+
7,5,2,21.0,Yes,low,3.0,HP,860,111,80+
9,3,0,22.0,No,low,3.8000000000000003,Apple,755,141,80+
6,4,2,33.0,No,average,3.5,Apple,530,104,80+
5,6,3,23.0,No,average,3.4000000000000004,Dell,305,119,80+
6,4,10,33.0,No,low,2.0,HP,625,137,60-
6,4,0,25.0,Yes,low,2.5,Dell,620,116,60-
6,2,1,26.0,No,average,2.5,HP,330,140,60~80
7,4,0,21.0,No,low,3.2,Others,540,113,80+
5,4,3,26.0,No,low,2.9000000000000004,Asus,670,138,60-
11,3,3,19.0,No,average,4.0,Asus,520,142,80+
6,3,3,35.0,Yes,average,2.7,Dell,275,110,80+
9,4,8,32.0,Yes,low,3.8000000000000003,Razer,560,101,80+
6,6,2,28.0,Yes,low,2.1,Asus,525,126,60-
7,3,2,34.0,No,high,2.9000000000000004,Leveno,430,101,60-
7,7,0,34.0,No,low,2.7,Others,200,133,60-
11,5,3,26.0,Yes,average,3.2,Dell,60,143,80+
3,13,0,28.0,Yes,high,2.2,Asus,710,116,60-
7,3,2,19.0,No,low,4.3,Microsoft,455,121,80+
9,14,2,28.0,No,average,3.9000000000000004,Razer,275,140,80+
10,6,3,19.0,Yes,average,4.0,MSI,350,106,80+
5,5,0,32.0,Yes,low,3.7,Leveno,585,149,80+
4,2,5,24.0,Yes,high,4.3,Microsoft,350,122,80+
5,4,13,23.0,No,low,3.1,Dell,800,122,60~80
7,1,4,26.0,Yes,high,2.7,Dell,310,107,60-
5,4,0,27.0,Yes,high,3.8000000000000003,Razer,925,134,80+
6,5,2,30.0,Yes,average,4.3,Acer,630,111,80+
8,5,12,28.0,Yes,low,2.1,Apple,765,116,60-
7,5,0,33.0,Yes,average,2.7,Apple,95,103,60-
6,4,1,20.0,No,high,4.1000000000000005,Microsoft,990,122,80+
11,4,0,31.0,Yes,high,2.1,Acer,425,135,80+
10,1,2,27.0,Yes,low,1.8,Others,35,127,60~80
5,3,13,22.0,Yes,high,2.1,Others,165,127,60-
9,8,1,24.0,No,low,3.4000000000000004,Dell,250,123,80+
9,5,2,28.0,No,low,2.8000000000000003,Apple,585,125,80+
7,4,5,27.0,No,low,2.8000000000000003,Dell,380,127,60-
7,5,5,27.0,No,high,2.1,Acer,690,118,80+
5,3,1,27.0,No,low,2.4000000000000004,Razer,480,142,80+
5,5,2,26.0,Yes,high,3.8000000000000003,Microsoft,540,130,80+
4,7,11,25.0,Yes,average,2.6,Leveno,740,135,60-
7,2,1,28.0,No,high,3.2,Razer,785,101,60-
8,6,4,24.0,No,low,2.3000000000000003,Others,595,113,80+
9,5,0,21.0,Yes,high,2.6,Microsoft,235,117,60~80
6,6,0,29.0,Yes,low,4.1000000000000005,Leveno,320,106,80+
8,7,2,25.0,Yes,low,4.0,Asus,260,121,80+
5,6,12,30.0,No,average,4.3,Asus,525,138,80+
9,3,1,28.0,Yes,average,2.8000000000000003,Acer,310,120,80+
6,3,4,23.0,No,high,2.8000000000000003,Leveno,0,131,60-
10,4,1,26.0,Yes,average,3.5,Dell,615,130,60-
7,7,13,34.0,Yes,low,2.6,Microsoft,745,121,60-
6,6,2,30.0,No,average,4.2,HP,990,117,80+
5,3,0,27.0,No,low,4.3,Microsoft,445,124,80+
8,5,1,29.0,Yes,average,4.3,Leveno,365,131,80+
9,13,9,26.0,No,low,2.9000000000000004,Acer,990,105,80+
6,3,10,21.0,No,high,2.9000000000000004,HP,520,118,60-
7,3,1,29.0,No,average,4.3,Apple,470,144,80+
7,3,12,19.0,No,low,2.4000000000000004,Razer,465,174,80+
7,4,0,32.0,No,low,4.3,HP,405,105,80+
5,2,1,33.0,No,low,3.3000000000000003,Dell,440,100,60~80
8,4,2,22.0,No,average,2.5,Asus,635,126,80+
6,4,0,20.0,Yes,low,3.8000000000000003,Microsoft,465,144,80+
7,4,0,23.0,Yes,low,2.0,Apple,615,113,60~80
10,2,3,30.0,Yes,high,3.6,Asus,805,141,80+
6,3,2,25.0,Yes,high,3.7,Apple,415,126,80+
3,3,0,35.0,Yes,low,2.4000000000000004,Acer,990,116,60~80
12,2,1,30.0,Yes,high,2.4000000000000004,Asus,0,115,60-
6,3,8,33.0,No,average,1.8,Others,870,135,60~80
6,2,3,20.0,No,high,2.3000000000000003,Leveno,640,132,60~80
8,3,2,27.0,Yes,average,3.3000000000000003,MSI,0,105,60-
8,6,3,21.0,No,high,3.7,Apple,0,147,80+
8,4,3,24.0,No,average,4.0,Apple,560,101,80+
5,6,0,19.0,Yes,low,2.0,Leveno,460,148,80+
8,5,2,20.0,Yes,low,3.4000000000000004,MSI,530,107,60~80
9,4,2,32.0,No,average,3.5,HP,355,147,60-
7,5,3,25.0,No,low,4.3,MSI,650,119,80+
7,4,2,26.0,Yes,low,3.8000000000000003,Leveno,620,116,80+
9,5,0,28.0,Yes,high,2.8000000000000003,Apple,140,102,80+
8,6,5,24.0,No,low,3.0,Asus,420,112,80+
6,4,3,31.0,Yes,average,3.9000000000000004,Razer,55,101,80+
5,11,7,22.0,Yes,high,3.7,Microsoft,275,147,80+
7,4,3,33.0,No,average,2.5,Razer,220,134,80+
5,6,0,22.0,No,low,3.8000000000000003,Apple,375,148,80+
11,2,11,27.0,No,low,3.5,HP,245,117,60-
7,0,0,28.0,No,average,2.3000000000000003,Asus,0,141,60-
12,3,0,31.0,No,average,3.0,Apple,365,108,80+
8,8,0,24.0,No,high,2.0,MSI,395,135,60-
8,3,0,19.0,Yes,average,2.4000000000000004,Apple,595,125,80+
5,6,11,23.0,Yes,average,3.8000000000000003,Dell,580,121,80+
3,7,3,30.0,Yes,high,2.6,Microsoft,640,125,60-
8,4,3,35.0,Yes,low,2.6,Apple,725,111,60~80
7,3,0,24.0,Yes,low,3.4000000000000004,Apple,615,118,60~80
9,3,2,26.0,No,low,3.5,HP,420,112,60-
4,7,2,19.0,No,average,2.3000000000000003,Leveno,190,110,60-
5,7,6,20.0,Yes,high,3.3000000000000003,Microsoft,990,125,60~80
9,7,0,25.0,No,average,3.7,Apple,640,142,80+
7,4,1,25.0,No,high,2.7,Apple,445,148,80+
7,5,1,25.0,No,low,3.7,Asus,245,145,80+
8,2,2,33.0,No,low,2.1,MSI,505,113,80+
8,4,9,27.0,Yes,high,2.5,HP,495,105,60-
8,3,0,21.0,Yes,average,4.0,Acer,540,142,80+
4,2,0,22.0,No,high,4.2,Asus,725,173,80+
3,7,3,29.0,No,average,3.6,Others,610,142,60-
6,5,11,23.0,No,average,2.1,Leveno,340,143,60-
7,4,13,22.0,No,average,3.4000000000000004,Others,205,115,60-
6,4,2,22.0,Yes,high,2.4000000000000004,Apple,420,110,80+
7,2,1,32.0,Yes,low,2.7,HP,325,131,60-
7,2,4,28.0,No,low,3.1,Others,250,112,80+
6,3,0,27.0,Yes,low,3.2,Others,370,124,80+
8,4,2,27.0,Yes,low,3.9000000000000004,Asus,460,111,80+
9,4,2,24.0,No,average,2.2,MSI,365,126,60~80
10,7,13,31.0,Yes,high,2.1,Acer,735,114,60-
5,3,8,20.0,Yes,average,3.7,Razer,305,140,80+
6,3,9,27.0,No,high,2.5,Others,550,104,60-
7,3,2,28.0,No,high,2.9000000000000004,Apple,375,149,80+
7,3,12,24.0,No,low,2.4000000000000004,HP,390,112,60-
11,11,3,26.0,Yes,low,3.8000000000000003,Dell,645,111,80+
6,3,3,19.0,Yes,average,3.1,Leveno,265,115,80+
9,3,5,22.0,No,average,3.8000000000000003,Acer,615,134,80+
9,5,3,33.0,Yes,high,4.1000000000000005,Microsoft,20,169,80+
6,3,2,31.0,Yes,average,2.7,Asus,390,133,60~80
8,3,0,30.0,Yes,average,2.3000000000000003,MSI,655,136,60~80
7,2,2,22.0,No,average,3.9000000000000004,Leveno,245,143,80+
6,5,12,29.0,No,low,3.1,Acer,655,140,60-
6,4,7,28.0,Yes,high,3.7,Razer,95,119,80+
6,8,8,20.0,Yes,low,3.5,Dell,625,142,60-
6,5,6,33.0,Yes,high,2.7,Apple,855,101,80+
5,6,1,34.0,Yes,average,2.7,Apple,790,117,80+
8,3,9,31.0,No,low,2.8000000000000003,Microsoft,565,124,60-
9,2,0,22.0,Yes,average,3.0,HP,0,145,80+
7,2,3,25.0,Yes,average,2.1,MSI,370,111,60-
4,4,10,20.0,Yes,low,3.0,MSI,250,114,60-
4,5,1,25.0,Yes,average,4.1000000000000005,Microsoft,510,144,80+
9,7,5,30.0,Yes,average,4.1000000000000005,Dell,65,139,80+
6,3,1,30.0,Yes,low,4.1000000000000005,HP,680,139,80+
8,3,0,35.0,Yes,high,2.3000000000000003,Acer,810,114,60~80
9,2,0,30.0,Yes,high,3.7,MSI,365,120,80+
7,3,6,25.0,No,low,3.2,Razer,35,147,60-
8,2,3,31.0,Yes,average,2.6,Leveno,700,180,80+
7,5,13,29.0,Yes,average,3.5,MSI,560,106,60-
9,6,0,20.0,No,average,3.1,Others,275,144,60~80
7,5,0,23.0,Yes,average,4.2,Razer,0,143,80+
3,3,12,28.0,Yes,high,2.6,Asus,425,109,60-
7,4,1,33.0,No,low,2.8000000000000003,Dell,570,144,60~80
7,3,2,19.0,Yes,low,2.6,Acer,445,118,60~80
5,2,11,20.0,Yes,low,2.2,Others,195,115,60-
8,3,11,31.0,Yes,low,3.4000000000000004,Leveno,485,111,60-
7,3,2,19.0,No,high,2.7,Others,730,121,60-
6,2,0,24.0,Yes,average,3.6,Apple,370,118,60-
8,5,6,28.0,Yes,average,2.2,Others,660,136,60-
8,4,0,23.0,No,low,1.8,Acer,695,108,80+
8,4,2,24.0,No,average,3.4000000000000004,Razer,555,130,60-
4,7,0,30.0,Yes,high,2.4000000000000004,Leveno,685,143,60~80
9,13,13,30.0,No,high,3.3000000000000003,Apple,570,143,80+
7,7,0,22.0,No,low,2.9000000000000004,HP,930,134,80+
5,3,0,24.0,No,low,2.6,Others,285,106,60~80
7,3,2,22.0,No,low,2.4000000000000004,MSI,885,122,60~80
6,3,0,22.0,No,low,3.0,MSI,295,126,80+
8,5,0,31.0,No,high,2.7,Razer,600,106,60-
8,5,9,20.0,Yes,average,2.8000000000000003,Asus,385,124,60-
8,3,0,25.0,Yes,low,3.4000000000000004,Leveno,610,119,60-
8,3,3,21.0,Yes,average,1.8,Dell,315,141,80+
6,8,2,28.0,Yes,low,4.0,Acer,970,111,80+
9,7,2,30.0,No,high,2.4000000000000004,Asus,510,141,80+
6,3,8,24.0,No,high,3.0,Dell,175,110,60-
7,2,3,25.0,No,average,2.4000000000000004,Dell,315,140,60~80
9,4,0,35.0,Yes,average,3.1,HP,575,144,80+
7,3,2,29.0,Yes,high,2.8000000000000003,Leveno,900,106,60~80
7,3,5,23.0,No,low,2.3000000000000003,HP,735,111,60-
10,4,13,20.0,Yes,low,3.1,HP,425,132,60-
7,4,2,32.0,No,low,4.3,Others,620,134,80+
11,8,1,34.0,No,low,2.8000000000000003,HP,470,106,60-
6,7,2,25.0,Yes,average,2.9000000000000004,Apple,230,141,60-
8,5,3,27.0,No,low,3.2,Razer,10,115,60~80
8,2,11,20.0,Yes,low,3.9000000000000004,Leveno,170,141,80+
6,5,0,23.0,Yes,average,2.7,Others,770,113,60-
6,4,1,29.0,No,high,1.8,Leveno,255,121,60~80
6,3,5,32.0,Yes,low,2.3000000000000003,Razer,350,110,60-
8,4,11,33.0,No,low,3.5,Acer,205,107,60-
7,2,1,33.0,Yes,low,2.9000000000000004,Leveno,190,137,60-
6,13,2,35.0,No,low,2.6,HP,400,115,60~80
9,13,13,33.0,Yes,high,2.0,MSI,565,109,60-
7,3,1,31.0,No,average,2.9000000000000004,Asus,385,137,60-
7,3,3,25.0,Yes,low,3.8000000000000003,Acer,680,137,80+
6,1,2,32.0,No,average,2.2,HP,705,118,60-
7,8,3,35.0,No,low,1.8,Asus,720,111,60-
7,3,5,23.0,Yes,average,3.8000000000000003,Leveno,75,115,80+
7,4,0,24.0,No,high,3.3000000000000003,MSI,0,131,60-
8,7,11,24.0,Yes,average,3.1,Razer,440,104,60-
7,11,0,35.0,No,average,2.4000000000000004,MSI,725,137,60~80
7,3,2,33.0,Yes,high,2.2,Acer,815,123,60-
8,5,0,28.0,Yes,average,2.3000000000000003,Acer,560,142,60~80
11,4,1,31.0,Yes,average,3.8000000000000003,Acer,200,124,80+
7,7,1,32.0,No,high,4.3,HP,925,131,80+
6,4,2,28.0,Yes,high,1.8,MSI,490,146,60~80
5,7,0,19.0,No,low,2.8000000000000003,HP,890,149,80+
8,6,2,25.0,Yes,low,3.2,Asus,510,104,60-
9,10,0,27.0,Yes,low,3.3000000000000003,Leveno,895,137,80+
11,3,6,34.0,Yes,low,2.5,Asus,585,109,60-
6,4,1,21.0,Yes,average,3.6,Others,475,148,80+
8,5,6,34.0,No,high,4.2,Microsoft,990,143,80+
8,4,5,25.0,Yes,average,2.6,Dell,420,128,60-
6,4,5,30.0,Yes,low,3.4000000000000004,Acer,965,141,60~80
10,2,10,24.0,No,average,3.5,Dell,405,110,60-
5,1,4,32.0,Yes,high,3.8000000000000003,Acer,555,117,80+
6,2,2,25.0,Yes,average,4.2,HP,850,135,80+
5,3,0,29.0,Yes,high,2.5,HP,195,147,80+
6,2,0,24.0,Yes,low,2.2,Razer,990,144,60~80
7,4,2,33.0,No,high,1.9000000000000001,Dell,550,131,80+
5,2,3,26.0,No,low,2.9000000000000004,Asus,375,115,60~80
6,4,9,31.0,Yes,low,2.6,Acer,585,133,60-
12,3,2,25.0,No,low,4.3,Asus,410,142,80+
6,14,11,24.0,No,high,2.5,Asus,0,134,60~80
5,3,11,20.0,No,average,2.5,Dell,310,127,60-
4,8,2,28.0,Yes,high,3.2,Microsoft,990,103,60~80
8,6,12,26.0,No,low,1.9000000000000001,Dell,520,119,80+
7,3,2,22.0,Yes,low,2.9000000000000004,HP,575,101,60~80
7,2,0,23.0,Yes,high,4.1000000000000005,Leveno,395,109,80+
6,2,0,32.0,Yes,low,1.8,Microsoft,660,137,80+
12,2,5,34.0,No,low,2.6,Acer,870,103,60-
10,4,12,23.0,No,average,3.6,Others,610,112,60-
7,3,11,21.0,Yes,average,3.0,Razer,345,143,60-
8,3,3,24.0,No,low,2.6,HP,495,102,60~80
7,6,2,29.0,Yes,high,2.4000000000000004,Dell,940,112,60-
7,6,9,33.0,Yes,low,3.8000000000000003,Acer,635,129,80+
8,3,1,24.0,No,high,2.7,HP,455,117,60-
8,7,8,29.0,No,average,2.1,Leveno,880,139,60~80
7,6,5,35.0,Yes,average,3.2,Leveno,305,113,60-
7,8,9,22.0,No,low,2.5,HP,90,122,80+
8,1,0,33.0,No,low,2.5,HP,190,143,60~80
8,3,11,26.0,No,low,2.5,MSI,445,106,60-
6,3,13,30.0,Yes,low,4.1000000000000005,Acer,375,142,80+
5,2,1,30.0,Yes,average,2.7,Dell,970,132,60~80
9,3,2,35.0,Yes,high,3.9000000000000004,Others,625,109,80+
8,4,7,21.0,Yes,high,3.9000000000000004,Asus,575,147,80+
5,2,2,34.0,Yes,high,2.5,MSI,475,115,60-
7,2,2,20.0,No,low,3.0,Acer,150,142,80+
8,3,0,29.0,No,low,3.7,HP,490,114,80+
5,2,5,20.0,Yes,average,3.6,Microsoft,470,127,60-
10,3,3,21.0,No,average,2.6,MSI,750,107,80+
6,6,0,34.0,No,average,3.1,Acer,305,118,60-
8,5,3,24.0,Yes,high,2.7,Asus,535,115,60~80
7,2,3,23.0,Yes,high,2.2,Razer,325,148,80+
12,3,7,32.0,Yes,high,2.0,HP,650,108,60-
6,6,7,35.0,Yes,average,2.7,Razer,710,110,60-
5,5,5,20.0,No,high,3.2,Dell,130,138,60-
6,3,1,28.0,Yes,low,3.8000000000000003,Acer,265,113,80+
7,4,3,27.0,No,low,1.8,Asus,255,139,60~80
6,5,5,30.0,No,average,3.2,Asus,325,107,60~80
8,8,0,20.0,Yes,average,1.8,Asus,355,122,60~80
7,1,2,24.0,Yes,high,2.1,Dell,525,104,80+
7,3,13,24.0,Yes,low,3.3000000000000003,Others,600,137,60-
8,3,1,33.0,No,average,2.4000000000000004,Dell,350,122,80+
6,3,12,26.0,Yes,low,3.2,Acer,780,130,60-
5,8,11,19.0,Yes,average,3.4000000000000004,Razer,360,118,60-
12,7,8,32.0,No,low,2.3000000000000003,Others,555,130,60~80
7,4,6,33.0,No,low,2.4000000000000004,Asus,375,127,60-
8,5,1,33.0,No,low,3.5,Leveno,60,145,80+
5,3,12,28.0,Yes,high,2.4000000000000004,Others,655,132,60-
6,5,12,30.0,Yes,average,4.1000000000000005,Others,530,125,80+
5,5,3,21.0,Yes,low,2.8000000000000003,Leveno,430,101,80+
7,2,1,23.0,Yes,average,3.6,Acer,290,107,80+
7,4,10,32.0,No,high,3.3000000000000003,Leveno,335,116,60-
6,4,5,22.0,Yes,high,2.3000000000000003,Leveno,760,133,60-
8,3,11,20.0,No,high,3.6,Others,515,108,60-
7,2,0,35.0,No,low,3.2,HP,610,125,80+
7,4,5,20.0,No,high,3.0,HP,640,133,60-
6,6,0,23.0,No,average,3.9000000000000004,Leveno,540,124,80+
5,2,0,25.0,Yes,high,3.4000000000000004,Microsoft,380,109,80+
5,3,0,26.0,No,average,3.7,Others,0,163,80+
6,3,1,31.0,No,low,4.0,MSI,55,117,80+
7,8,6,22.0,Yes,average,4.3,Acer,535,125,80+
7,3,0,29.0,No,high,3.6,Microsoft,540,104,80+
6,3,2,19.0,Yes,high,2.8000000000000003,Dell,850,101,60~80
6,3,4,28.0,No,low,3.6,Microsoft,540,128,60~80
12,10,0,31.0,No,high,3.3000000000000003,Dell,265,128,60-
5,1,1,25.0,Yes,low,2.1,Asus,900,118,60~80
7,2,0,25.0,No,low,2.0,Leveno,20,118,60-
7,2,7,26.0,Yes,low,4.3,Acer,740,144,80+
5,2,1,30.0,No,high,1.8,Dell,620,139,60~80
5,4,7,28.0,No,average,4.1000000000000005,Dell,820,114,80+
12,7,13,26.0,No,average,2.3000000000000003,HP,760,110,80+
7,14,2,31.0,Yes,average,2.0,Apple,95,128,60~80
6,4,0,32.0,Yes,average,3.1,Acer,940,110,60~80
9,8,1,31.0,No,high,3.7,HP,130,116,80+
6,3,0,20.0,Yes,low,2.7,Leveno,860,103,60~80
7,7,0,19.0,No,average,4.1000000000000005,Microsoft,685,122,80+
4,6,2,26.0,Yes,average,4.1000000000000005,Razer,390,111,80+
6,9,4,19.0,Yes,high,3.5,Microsoft,635,122,60-
7,7,3,21.0,Yes,average,3.5,MSI,765,142,80+
6,6,1,22.0,Yes,high,2.5,Others,690,134,80+
7,5,0,19.0,Yes,average,3.5,Microsoft,440,131,60~80
4,2,5,26.0,No,high,4.0,Microsoft,770,134,80+
10,5,2,26.0,No,average,2.7,HP,425,119,60~80
6,5,0,35.0,No,high,3.0,MSI,455,134,60~80
7,4,8,23.0,Yes,average,2.2,Dell,210,126,60-
7,4,3,19.0,Yes,low,2.8000000000000003,MSI,240,104,60~80
9,6,4,20.0,No,low,2.3000000000000003,Razer,450,116,80+
8,3,11,24.0,Yes,low,2.3000000000000003,HP,540,142,60-
8,8,3,35.0,No,average,4.1000000000000005,Dell,295,138,80+
6,4,0,33.0,No,low,2.8000000000000003,MSI,705,140,80+
8,8,12,33.0,Yes,average,3.8000000000000003,Dell,735,127,80+
10,2,0,33.0,Yes,low,3.5,MSI,125,138,80+
8,3,3,19.0,Yes,average,2.0,Asus,585,124,60-
6,4,7,19.0,Yes,high,2.9000000000000004,Microsoft,665,123,60-
8,3,0,26.0,No,low,2.2,Asus,580,120,60-
6,6,13,19.0,No,low,2.7,HP,325,105,80+
8,2,4,19.0,No,high,2.7,Others,500,131,80+
3,7,7,32.0,Yes,high,2.4000000000000004,Microsoft,730,153,80+
4,1,2,26.0,No,high,3.8000000000000003,Microsoft,215,116,80+
8,5,7,31.0,No,average,2.3000000000000003,Apple,635,126,80+
8,2,3,35.0,Yes,high,3.8000000000000003,Leveno,875,132,80+
6,6,0,27.0,Yes,high,4.1000000000000005,Asus,815,119,80+
7,3,0,22.0,Yes,low,2.1,Apple,60,100,60~80
7,2,3,23.0,Yes,high,4.3,MSI,335,135,80+
5,3,1,20.0,No,high,2.3000000000000003,Apple,125,118,80+
7,6,6,20.0,No,high,3.8000000000000003,Others,520,133,80+
6,4,0,31.0,Yes,low,2.2,HP,675,128,60-
4,4,1,24.0,No,low,1.9000000000000001,MSI,670,136,60-
9,2,6,27.0,No,low,1.9000000000000001,Dell,375,140,60-
8,3,3,28.0,No,high,2.8000000000000003,Microsoft,135,119,60~80
8,14,3,28.0,No,average,2.2,Microsoft,420,141,60-
8,6,0,23.0,Yes,average,3.3000000000000003,HP,480,129,80+
7,7,10,20.0,No,low,4.0,Asus,845,116,80+
4,2,2,27.0,Yes,average,3.9000000000000004,Acer,665,143,80+
6,3,1,34.0,No,low,3.6,Others,245,149,80+
6,4,2,22.0,Yes,low,1.9000000000000001,Microsoft,770,110,80+
5,3,2,34.0,No,high,2.9000000000000004,Dell,990,144,60~80
11,3,4,23.0,Yes,low,2.2,Asus,595,129,60~80
7,2,1,20.0,No,average,4.0,Others,675,101,80+
6,3,2,20.0,Yes,low,2.6,Acer,105,141,60-
9,4,0,29.0,Yes,average,2.6,Acer,285,134,60-
6,8,11,35.0,No,average,3.5,Others,770,101,60~80
6,3,3,29.0,Yes,low,3.8000000000000003,MSI,250,100,80+
8,6,2,23.0,Yes,low,2.3000000000000003,Acer,425,116,80+
6,6,2,34.0,Yes,low,4.3,HP,0,137,80+
