Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
6,5,11,34.0,No,high,2.5,HP,265,129,60~80
5,3,1,24.0,No,high,2.7,Apple,530,145,80+
9,5,2,19.0,Yes,average,4.0,Apple,235,100,80+
6,2,3,32.0,No,low,4.0,Acer,795,149,80+
8,5,3,24.0,Yes,average,2.7,HP,200,104,60~80
6,4,7,34.0,Yes,high,3.3000000000000003,Asus,270,115,60-
3,5,11,20.0,No,high,4.2,Asus,430,141,80+
5,4,1,34.0,Yes,average,3.0,HP,75,124,60-
7,2,0,26.0,No,low,2.4000000000000004,Asus,720,138,60-
9,10,6,29.0,Yes,average,3.7,Apple,685,142,80+
9,3,12,32.0,Yes,low,3.7,Apple,25,128,80+
3,11,9,25.0,No,low,3.2,Leveno,365,172,80+
6,5,1,20.0,Yes,high,4.2,Dell,240,138,80+
8,3,7,31.0,No,average,2.7,Apple,630,113,60-
7,5,11,27.0,No,average,2.8000000000000003,Dell,485,153,80+
7,6,12,24.0,No,high,1.8,Leveno,130,131,60~80
5,2,0,31.0,No,average,3.8000000000000003,Acer,395,143,80+
6,6,1,20.0,No,low,3.2,Acer,195,105,60-
9,3,0,31.0,Yes,low,3.6,HP,440,152,80+
6,5,2,30.0,Yes,high,2.7,Leveno,0,119,60-
5,5,10,34.0,Yes,low,3.1,Dell,595,137,60-
9,3,12,28.0,Yes,high,2.6,Dell,685,103,60-
5,6,3,26.0,No,average,2.0,Apple,600,118,80+
8,2,0,35.0,No,low,4.1000000000000005,Apple,845,100,80+
8,6,3,25.0,No,low,3.4000000000000004,HP,510,143,60-
5,3,0,24.0,No,low,2.5,Leveno,175,109,60-
6,14,0,29.0,Yes,average,3.3000000000000003,Asus,370,115,60-
7,2,0,31.0,Yes,high,2.0,HP,575,142,80+
12,4,2,27.0,No,low,4.3,HP,990,119,80+
6,5,0,28.0,Yes,high,4.2,Asus,415,148,80+
6,11,0,32.0,Yes,average,4.3,Leveno,375,128,80+
12,3,2,31.0,No,average,3.9000000000000004,Apple,130,124,80+
9,6,6,19.0,Yes,average,2.3000000000000003,Asus,495,107,60-
6,7,9,28.0,No,low,3.2,Leveno,555,102,60~80
8,7,2,23.0,No,average,2.4000000000000004,Asus,465,139,80+
7,3,0,27.0,No,average,2.3000000000000003,HP,460,177,80+
6,5,7,25.0,No,average,2.8000000000000003,HP,900,100,60~80
7,8,13,30.0,Yes,low,3.8000000000000003,HP,250,107,80+
7,1,7,23.0,No,high,2.1,Dell,260,145,60-
9,6,2,21.0,No,low,2.0,Apple,905,117,60~80
7,3,10,19.0,Yes,average,2.4000000000000004,HP,720,109,60-
7,3,3,22.0,Yes,low,2.2,Dell,630,135,80+
5,4,5,24.0,No,low,2.8000000000000003,Asus,990,147,60~80
6,7,11,35.0,Yes,low,3.2,Acer,845,141,60~80
5,4,7,34.0,Yes,high,3.4000000000000004,Leveno,680,104,60-
3,2,8,35.0,Yes,high,2.3000000000000003,Apple,790,130,80+
7,4,3,35.0,No,high,3.2,Acer,450,108,80+
5,4,2,29.0,Yes,high,2.6,Leveno,920,103,60~80
6,5,7,33.0,No,high,2.1,Asus,840,139,60-
11,4,2,25.0,Yes,high,4.3,Asus,645,104,80+
4,5,0,25.0,Yes,average,3.7,Asus,620,147,80+
7,5,11,29.0,Yes,average,2.8000000000000003,Apple,425,100,60-
4,6,9,23.0,No,low,1.9000000000000001,Asus,480,123,80+
7,6,12,30.0,Yes,average,2.4000000000000004,Apple,435,138,60-
6,3,2,28.0,No,average,3.9000000000000004,Acer,370,123,80+
6,3,0,25.0,No,average,2.0,Apple,540,113,60~80
8,6,5,25.0,Yes,high,2.0,Acer,550,178,80+
8,6,10,19.0,Yes,average,4.1000000000000005,Acer,230,121,80+
5,4,12,22.0,No,low,2.1,Leveno,615,125,60-
8,14,1,26.0,No,high,1.9000000000000001,Dell,360,121,80+
8,5,1,27.0,Yes,average,1.9000000000000001,HP,360,109,60-
7,13,11,30.0,Yes,low,2.6,HP,330,163,80+
6,3,1,27.0,Yes,low,3.6,Apple,420,119,60-
8,10,13,29.0,No,low,3.6,Acer,335,105,60-
6,5,3,19.0,No,average,3.1,HP,835,149,80+
8,4,3,26.0,No,high,3.1,Leveno,820,124,60-
12,4,13,25.0,Yes,low,3.5,HP,990,149,60-
9,3,1,24.0,Yes,average,1.8,HP,465,105,60-
9,3,0,22.0,Yes,high,3.6,HP,525,116,80+
8,4,3,28.0,No,average,2.4000000000000004,HP,740,140,80+
6,7,3,31.0,No,average,2.6,Asus,555,137,80+
6,8,2,23.0,No,average,4.3,Apple,390,122,80+
8,8,0,32.0,Yes,low,4.2,Apple,740,102,80+
3,1,4,23.0,No,low,2.2,HP,560,167,80+
5,6,2,31.0,No,high,4.0,Acer,220,138,80+
6,4,10,27.0,Yes,average,3.8000000000000003,Dell,0,121,80+
8,5,0,21.0,No,high,4.2,HP,480,107,80+
8,10,0,28.0,Yes,low,4.1000000000000005,Apple,420,110,80+
8,6,4,19.0,No,low,4.2,Apple,740,136,80+
7,6,1,23.0,Yes,high,3.0,Dell,525,133,80+
5,3,3,20.0,Yes,high,3.2,HP,375,116,60-
9,3,1,19.0,Yes,low,2.1,HP,5,114,60-
4,3,7,30.0,Yes,average,2.4000000000000004,Leveno,145,145,60-
7,4,0,20.0,Yes,high,4.2,Dell,510,140,80+
9,3,0,19.0,No,high,1.9000000000000001,Asus,755,124,60-
6,6,1,35.0,Yes,average,3.1,Acer,735,130,80+
6,3,8,26.0,No,average,3.8000000000000003,HP,55,120,80+
11,3,1,24.0,No,high,2.9000000000000004,Apple,450,119,80+
6,4,2,30.0,Yes,average,3.4000000000000004,Leveno,280,104,60~80
5,3,2,25.0,Yes,high,2.2,Acer,165,140,60~80
7,5,6,32.0,No,high,2.2,Apple,645,106,80+
6,3,2,35.0,No,low,3.3000000000000003,Apple,815,133,60~80
7,2,10,30.0,No,high,3.3000000000000003,Leveno,675,102,60-
7,4,2,22.0,No,average,1.9000000000000001,Acer,615,120,80+
8,5,12,20.0,Yes,high,2.6,HP,725,139,60-
10,4,1,22.0,No,low,3.8000000000000003,HP,150,138,80+
6,6,3,29.0,No,average,1.8,HP,470,137,60~80
6,12,2,19.0,No,average,2.2,HP,430,134,60~80
6,6,0,34.0,Yes,average,2.4000000000000004,HP,630,108,60-
5,4,1,30.0,No,high,2.7,Leveno,330,119,80+
7,8,2,20.0,No,high,2.2,Apple,580,118,80+
5,1,0,25.0,Yes,low,2.2,Acer,240,137,60~80
8,5,5,27.0,No,low,3.8000000000000003,Asus,390,130,80+
10,4,7,21.0,No,low,3.3000000000000003,Dell,425,112,60-
9,6,11,22.0,Yes,average,3.1,Asus,185,149,60-
5,2,6,19.0,No,high,2.0,Leveno,370,106,60-
8,1,1,29.0,No,average,2.6,HP,540,132,60-
7,10,2,34.0,No,high,3.5,Dell,675,130,60-
8,3,1,29.0,No,average,3.7,Acer,480,109,80+
6,7,3,24.0,No,low,2.9000000000000004,Dell,270,113,60-
4,3,8,32.0,Yes,low,2.1,Leveno,230,134,60-
8,7,6,29.0,No,high,3.4000000000000004,Acer,490,125,80+
6,5,0,27.0,No,low,1.9000000000000001,Apple,695,143,60~80
7,3,2,30.0,No,high,3.3000000000000003,Leveno,215,148,60-
7,3,2,24.0,No,low,2.2,HP,575,132,60~80
10,5,3,35.0,Yes,low,1.9000000000000001,Apple,505,111,80+
9,7,9,30.0,Yes,low,2.2,Apple,335,120,60-
7,3,1,19.0,No,low,2.8000000000000003,Asus,175,138,80+
9,8,3,29.0,No,low,2.0,HP,10,140,80+
10,3,10,19.0,No,low,2.1,Apple,700,139,60-
6,4,3,30.0,No,average,3.9000000000000004,Leveno,665,130,80+
6,3,2,22.0,Yes,low,4.0,Dell,990,129,80+
4,10,8,23.0,Yes,high,2.4000000000000004,Asus,540,113,60-
5,6,4,25.0,No,low,2.7,Acer,520,134,80+
7,6,10,30.0,No,average,2.6,Asus,830,139,80+
8,3,9,33.0,No,high,2.2,Dell,425,174,80+
7,4,2,22.0,No,average,2.2,Leveno,765,108,80+
5,7,2,27.0,Yes,high,2.8000000000000003,Leveno,465,171,80+
8,4,4,29.0,Yes,average,2.6,Leveno,280,144,60~80
6,3,13,20.0,No,high,3.9000000000000004,Acer,410,118,80+
8,5,2,30.0,No,average,2.8000000000000003,Acer,565,176,80+
7,2,10,30.0,Yes,low,4.3,Leveno,365,116,80+
8,3,5,24.0,No,low,3.3000000000000003,HP,300,170,80+
6,10,9,19.0,Yes,low,2.3000000000000003,Leveno,565,101,60-
7,7,2,32.0,No,low,3.1,Acer,820,161,80+
5,3,2,20.0,Yes,low,3.8000000000000003,Asus,725,129,80+
7,2,8,19.0,Yes,high,2.5,Asus,765,111,60-
5,8,3,19.0,No,average,4.3,HP,155,103,80+
6,2,2,29.0,No,average,3.5,Asus,255,129,60~80
7,4,11,30.0,Yes,low,2.2,Asus,0,128,60-
7,3,0,35.0,Yes,high,2.9000000000000004,Asus,380,130,60~80
6,4,0,21.0,No,average,2.3000000000000003,Leveno,225,144,60~80
8,9,1,24.0,Yes,low,2.3000000000000003,Acer,585,146,60-
9,9,2,22.0,No,low,2.7,HP,590,116,80+
6,3,1,26.0,Yes,low,3.5,Acer,345,140,80+
10,4,3,30.0,No,average,4.2,Leveno,200,100,80+
5,5,0,21.0,No,low,2.0,Dell,680,111,60-
7,5,6,31.0,Yes,average,2.5,HP,0,103,60-
7,2,8,21.0,Yes,low,4.0,Apple,450,115,80+
8,12,9,27.0,No,low,3.3000000000000003,Leveno,630,121,80+
10,3,2,22.0,No,high,3.9000000000000004,Acer,250,146,80+
7,5,3,27.0,No,low,2.2,Acer,390,116,60~80
9,2,0,31.0,Yes,average,4.1000000000000005,Dell,880,123,80+
6,8,4,21.0,No,high,2.6,Dell,690,145,60~80
6,7,0,29.0,Yes,low,2.7,Apple,555,130,60~80
7,5,11,33.0,Yes,high,1.8,Leveno,410,135,60-
7,7,0,34.0,Yes,average,2.6,Dell,190,126,60-
6,8,12,21.0,Yes,average,3.6,Apple,305,125,60-
5,5,0,20.0,Yes,low,3.5,Leveno,500,108,80+
6,3,2,35.0,No,high,2.4000000000000004,Apple,265,147,80+
6,3,3,27.0,No,low,1.8,Asus,285,133,80+
6,8,3,31.0,No,low,4.3,Asus,430,104,80+
3,5,3,33.0,Yes,average,3.0,Dell,410,100,80+
6,1,2,28.0,No,average,2.5,Acer,515,143,60-
8,4,7,28.0,Yes,average,4.0,Leveno,535,142,80+
6,12,2,32.0,No,average,3.8000000000000003,HP,310,108,80+
6,14,2,20.0,No,low,1.9000000000000001,HP,235,109,80+
8,11,9,23.0,Yes,high,3.7,Apple,65,102,80+
9,4,3,27.0,No,low,3.7,Asus,545,164,80+
10,3,4,34.0,No,high,2.2,HP,560,165,80+
8,7,0,20.0,Yes,low,4.0,Leveno,590,149,80+
10,3,2,25.0,No,low,2.7,Apple,245,131,60~80
12,3,3,31.0,No,average,4.1000000000000005,Apple,320,137,80+
6,5,11,25.0,Yes,average,2.9000000000000004,Dell,300,118,60-
8,6,9,22.0,Yes,average,2.6,Asus,285,120,60-
3,3,2,33.0,No,low,3.5,Leveno,775,133,60~80
7,8,2,24.0,Yes,high,3.6,Acer,790,100,60-
9,2,9,29.0,No,high,3.2,Leveno,655,109,60-
8,4,7,28.0,Yes,low,3.3000000000000003,Leveno,520,143,60-
7,6,11,34.0,Yes,high,3.8000000000000003,Asus,150,148,80+
6,4,10,28.0,No,low,3.4000000000000004,Apple,520,101,60-
9,7,1,19.0,No,low,1.9000000000000001,HP,540,137,80+
6,6,7,20.0,No,low,2.4000000000000004,Leveno,740,131,60-
7,4,2,33.0,No,high,3.1,Apple,455,111,80+
8,2,5,33.0,Yes,low,3.7,Asus,315,146,80+
8,4,7,25.0,No,low,2.8000000000000003,Leveno,640,110,60-
7,7,1,21.0,Yes,high,3.8000000000000003,Asus,700,115,80+
10,3,0,20.0,No,high,3.5,Dell,720,120,80+
7,8,12,33.0,Yes,low,2.9000000000000004,HP,370,122,60-
6,2,3,29.0,Yes,low,2.3000000000000003,HP,370,124,60-
8,3,9,31.0,No,high,2.1,HP,400,132,60-
6,6,6,26.0,No,average,2.4000000000000004,Leveno,430,119,60-
9,4,1,23.0,Yes,high,4.1000000000000005,HP,380,130,80+
5,3,13,27.0,No,average,3.6,Leveno,190,112,60-
4,6,11,21.0,No,high,2.3000000000000003,Acer,140,145,60-
7,3,12,35.0,Yes,average,2.6,Asus,25,109,60-
9,7,5,23.0,No,high,2.5,Leveno,510,137,60-
8,4,3,29.0,No,average,1.8,HP,140,110,60~80
6,8,1,33.0,Yes,average,2.4000000000000004,Asus,695,141,60-
8,7,1,30.0,No,low,3.2,Acer,280,116,80+
8,5,12,28.0,Yes,high,3.2,Leveno,910,118,60-
7,3,0,26.0,Yes,high,2.7,HP,585,103,60~80
11,3,0,35.0,Yes,average,3.6,Apple,410,106,60-
6,3,0,34.0,Yes,high,2.8000000000000003,Apple,555,141,80+
8,5,2,32.0,Yes,high,3.2,Apple,690,121,80+
7,3,1,32.0,No,low,2.1,HP,430,147,60~80
6,1,0,32.0,Yes,low,4.2,Asus,300,113,80+
8,5,7,33.0,Yes,high,2.9000000000000004,Dell,115,117,60-
8,2,11,23.0,Yes,low,2.9000000000000004,Leveno,355,109,60-
12,5,1,20.0,No,average,2.2,Leveno,415,116,80+
8,11,7,25.0,Yes,high,4.2,HP,615,141,80+
7,1,1,22.0,No,high,3.8000000000000003,Acer,270,110,80+
6,7,13,22.0,Yes,high,3.4000000000000004,Apple,830,108,80+
7,5,8,25.0,No,low,4.0,Apple,465,111,80+
6,6,2,20.0,No,average,2.8000000000000003,Leveno,660,113,60-
8,5,3,34.0,No,low,3.2,HP,755,121,80+
5,3,1,29.0,No,average,4.0,Dell,795,112,80+
6,3,11,21.0,Yes,average,2.1,Asus,545,143,60-
9,5,0,30.0,No,average,2.7,Asus,485,128,60~80
5,4,9,28.0,No,low,2.2,Asus,390,118,60-
7,4,10,27.0,No,high,4.1000000000000005,Acer,665,141,80+
8,5,0,32.0,Yes,high,2.5,HP,390,141,80+
8,5,12,27.0,Yes,high,2.7,Leveno,545,135,60-
9,4,0,29.0,Yes,high,1.9000000000000001,Apple,455,118,80+
6,10,1,35.0,No,high,2.4000000000000004,Acer,385,149,60-
11,3,4,33.0,No,average,3.0,Leveno,460,147,80+
7,7,13,31.0,No,average,3.3000000000000003,Leveno,430,108,60-
11,3,11,20.0,Yes,high,2.4000000000000004,HP,330,146,60-
7,3,3,20.0,Yes,low,1.8,Asus,350,117,80+
5,4,5,29.0,Yes,average,4.3,HP,475,139,80+
10,8,0,31.0,No,average,1.9000000000000001,Acer,540,149,60~80
7,3,2,21.0,Yes,high,4.1000000000000005,Dell,790,104,80+
7,3,0,29.0,No,high,3.3000000000000003,HP,825,145,60-
5,7,9,19.0,Yes,high,2.7,Dell,380,114,60-
7,4,12,21.0,No,high,1.8,HP,820,148,60-
6,5,4,24.0,Yes,average,2.0,Apple,500,127,60~80
7,2,2,19.0,No,average,2.7,Dell,450,105,80+
5,5,4,24.0,Yes,average,2.6,Apple,725,120,80+
9,2,13,23.0,Yes,low,3.0,Apple,685,112,60-
4,11,3,30.0,Yes,low,3.1,Dell,170,131,80+
12,4,2,22.0,No,average,3.4000000000000004,Leveno,950,139,60-
9,3,1,35.0,No,average,1.9000000000000001,Leveno,560,144,80+
9,3,11,28.0,No,low,4.3,Asus,545,114,80+
11,7,0,27.0,No,high,2.7,Acer,420,113,60-
9,6,0,26.0,No,low,4.2,Dell,175,100,80+
6,2,3,32.0,No,low,1.9000000000000001,Leveno,885,112,60~80
11,6,2,21.0,Yes,average,1.8,Dell,375,130,80+
8,10,6,20.0,No,high,3.4000000000000004,Apple,750,144,80+
6,5,0,30.0,No,low,1.8,Dell,555,125,80+
6,2,9,23.0,No,low,2.3000000000000003,Dell,830,109,60~80
8,3,2,31.0,No,high,2.7,Apple,370,108,80+
8,3,4,23.0,No,high,3.7,HP,775,145,80+
5,4,0,19.0,No,low,4.0,Leveno,505,103,80+
5,2,2,21.0,No,low,2.8000000000000003,Acer,495,114,80+
5,4,9,30.0,Yes,high,3.1,Acer,170,100,60-
6,5,0,35.0,Yes,high,3.2,Dell,365,129,80+
8,6,5,28.0,No,high,2.9000000000000004,Leveno,490,131,60~80
7,7,3,33.0,No,low,3.4000000000000004,Acer,390,147,80+
8,3,1,30.0,No,average,4.3,Acer,500,114,80+
6,4,3,20.0,No,average,3.4000000000000004,Apple,665,144,60~80
7,5,5,33.0,No,low,3.6,Apple,410,148,60-
5,1,9,24.0,No,average,3.5,Acer,475,143,60-
8,7,6,33.0,Yes,high,2.2,Asus,680,149,60-
3,5,10,21.0,No,average,3.5,Acer,825,120,60~80
5,4,0,28.0,No,average,3.1,Asus,470,139,60~80
10,3,1,31.0,Yes,average,3.0,Dell,440,147,80+
8,4,8,22.0,Yes,average,3.6,Asus,920,101,60-
6,5,0,30.0,No,low,1.8,HP,840,126,80+
7,4,3,25.0,Yes,high,3.5,Asus,345,144,60-
9,3,0,25.0,Yes,high,2.0,Leveno,770,130,80+
7,5,2,19.0,Yes,high,2.1,Asus,370,118,80+
12,4,13,20.0,No,high,4.0,HP,200,109,80+
8,9,0,30.0,No,low,1.9000000000000001,Dell,775,115,60~80
5,3,1,34.0,Yes,average,2.7,Asus,710,137,60~80
5,3,13,20.0,Yes,low,2.5,Leveno,255,108,60-
3,4,13,34.0,No,average,3.0,Apple,25,109,60-
5,4,6,25.0,Yes,high,1.9000000000000001,Dell,750,104,60-
10,3,5,24.0,Yes,average,2.8000000000000003,HP,0,139,60-
9,2,2,31.0,No,average,3.0,Acer,245,135,60~80
8,4,0,26.0,No,average,2.1,Asus,485,120,80+
8,4,2,25.0,Yes,high,3.4000000000000004,Acer,655,135,80+
8,6,2,28.0,No,low,3.4000000000000004,Dell,475,132,80+
6,6,3,23.0,Yes,high,3.5,Leveno,670,153,80+
7,3,6,35.0,No,average,1.9000000000000001,Leveno,650,137,60-
6,3,12,27.0,Yes,average,4.3,Acer,525,115,80+
7,4,0,25.0,No,average,3.9000000000000004,Acer,640,103,80+
4,2,1,33.0,No,low,4.1000000000000005,Leveno,990,103,80+
6,6,2,25.0,Yes,average,4.1000000000000005,Asus,835,115,80+
6,7,0,26.0,Yes,average,2.9000000000000004,Apple,640,101,60~80
5,2,1,25.0,Yes,low,3.8000000000000003,Leveno,420,138,80+
6,4,7,24.0,Yes,low,2.6,Asus,740,146,60-
5,3,1,32.0,Yes,low,2.3000000000000003,Leveno,30,104,60-
4,3,0,21.0,Yes,high,2.6,Dell,540,148,80+
8,7,3,24.0,Yes,high,4.1000000000000005,Acer,785,125,80+
9,3,8,30.0,No,high,2.2,Apple,575,129,80+
5,3,2,32.0,Yes,low,3.0,HP,395,116,60~80
10,3,12,26.0,No,high,1.8,Leveno,450,116,60-
5,5,3,25.0,Yes,low,2.8000000000000003,Acer,420,125,60-
8,4,2,24.0,No,average,2.5,Apple,505,147,60~80
7,3,5,23.0,No,high,3.6,Apple,715,100,80+
6,7,8,25.0,Yes,average,3.0,HP,915,127,60~80
5,2,0,33.0,No,high,2.5,Apple,500,122,80+
10,5,3,25.0,Yes,low,2.6,Acer,0,169,80+
8,1,10,31.0,No,average,2.5,Leveno,525,103,60-
12,4,0,30.0,Yes,low,3.1,Leveno,585,118,80+
6,4,1,24.0,Yes,average,2.2,Dell,565,105,60-
8,3,9,24.0,No,low,2.5,Asus,350,142,60-
12,4,0,23.0,No,high,1.8,Asus,420,100,60-
7,3,1,21.0,No,average,1.8,Leveno,160,163,80+
5,3,1,23.0,Yes,average,3.1,HP,0,110,60-
8,4,2,30.0,Yes,low,3.6,Dell,325,116,60~80
5,10,10,19.0,No,high,1.8,Dell,560,146,80+
6,3,3,22.0,Yes,average,2.5,Leveno,930,108,60~80
6,12,0,31.0,No,high,3.8000000000000003,Dell,610,133,80+
6,3,10,20.0,No,low,2.2,HP,595,129,60-
9,3,1,21.0,No,average,4.2,Acer,285,132,80+
7,3,5,23.0,Yes,average,2.1,Asus,265,137,60-
6,4,5,21.0,No,high,3.9000000000000004,Asus,485,102,80+
10,7,3,28.0,No,average,1.8,Dell,270,149,80+
8,3,7,34.0,No,high,4.0,Leveno,680,109,80+
5,4,10,31.0,Yes,average,3.5,Apple,190,128,60-
8,2,9,23.0,Yes,high,3.1,Dell,765,147,60-
8,3,10,27.0,Yes,average,3.1,Asus,500,101,60-
8,3,3,30.0,No,average,3.5,HP,965,134,80+
8,3,3,32.0,No,average,4.2,Acer,45,112,80+
8,3,3,24.0,No,average,3.5,Acer,390,113,80+
10,4,0,32.0,No,average,2.5,HP,800,125,60~80
10,2,0,27.0,No,average,3.2,Asus,395,122,80+
6,3,2,28.0,No,low,4.0,HP,535,120,80+
8,4,0,23.0,Yes,low,3.5,HP,805,100,60-
6,3,2,19.0,Yes,high,3.6,Dell,430,144,80+
5,5,3,27.0,Yes,high,4.0,Asus,175,136,80+
8,5,12,35.0,No,average,2.2,Leveno,665,114,80+
8,3,4,28.0,No,high,1.9000000000000001,HP,255,132,60-
8,6,0,25.0,No,high,2.7,HP,280,126,80+
6,3,11,29.0,No,high,3.5,Asus,735,136,60-
5,5,2,27.0,Yes,low,3.3000000000000003,HP,510,111,60-
5,6,1,24.0,No,average,2.2,Apple,655,131,60~80
8,2,0,27.0,No,high,2.1,Acer,195,102,80+
4,6,3,29.0,Yes,high,3.5,Leveno,160,124,80+
6,5,12,21.0,No,low,4.0,Apple,320,123,80+
8,1,10,20.0,Yes,average,4.0,Dell,640,100,80+
8,4,13,27.0,Yes,average,3.8000000000000003,Leveno,675,101,80+
8,5,2,29.0,Yes,low,2.1,HP,755,125,80+
7,8,10,20.0,Yes,average,2.7,Asus,530,158,80+
6,7,1,31.0,Yes,average,4.2,HP,685,148,80+
5,3,9,33.0,No,low,3.7,HP,385,168,80+
9,2,2,25.0,Yes,high,2.8000000000000003,HP,505,149,80+
3,6,5,19.0,No,high,2.7,HP,795,102,60~80
8,7,3,23.0,Yes,average,2.0,Dell,760,123,60~80
7,3,1,30.0,Yes,high,4.3,Dell,50,141,80+
8,3,3,34.0,Yes,average,3.7,Acer,635,116,80+
8,3,0,27.0,Yes,average,3.7,Asus,365,119,80+
7,5,13,33.0,Yes,high,4.3,Asus,695,105,80+
9,3,0,32.0,No,low,1.9000000000000001,Acer,680,140,80+
7,3,13,27.0,No,average,2.6,Dell,250,148,60-
8,1,6,30.0,Yes,average,2.0,Leveno,315,131,60-
11,3,3,22.0,Yes,low,2.8000000000000003,Asus,665,126,60~80
6,3,10,22.0,No,high,3.0,Apple,445,137,80+
7,2,6,29.0,Yes,average,3.9000000000000004,Leveno,330,103,80+
6,3,13,20.0,No,average,4.0,Apple,750,118,80+
9,5,2,25.0,No,low,4.1000000000000005,Asus,235,110,80+
10,7,13,33.0,Yes,average,2.5,Leveno,675,120,60-
8,6,13,24.0,Yes,average,3.7,Apple,720,125,80+
6,7,0,31.0,No,average,1.8,Acer,700,149,60~80
6,5,2,34.0,Yes,low,2.5,Asus,45,112,60~80
11,5,11,34.0,Yes,low,2.3000000000000003,Dell,500,130,60-
11,4,12,19.0,No,high,3.8000000000000003,Apple,765,125,80+
6,4,3,34.0,Yes,average,2.9000000000000004,Asus,525,130,60-
7,3,0,28.0,Yes,high,2.2,Apple,535,132,80+
