Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
8,7,0,29.0,No,average,3.9000000000000004,Acer,415,142,80+
7,7,4,35.0,No,high,2.5,Apple,350,123,80+
6,3,9,35.0,No,high,4.2,Leveno,990,115,80+
5,2,2,22.0,Yes,low,2.5,Acer,80,114,60~80
10,7,13,20.0,Yes,low,2.5,Apple,150,108,60-
10,4,0,22.0,Yes,average,3.3000000000000003,Acer,925,100,60-
5,3,4,24.0,Yes,low,2.6,Leveno,965,136,60~80
8,2,2,19.0,No,low,3.1,HP,280,109,60~80
6,6,0,27.0,Yes,high,4.0,HP,485,117,80+
7,8,3,22.0,Yes,average,3.0,HP,460,116,60-
7,4,7,22.0,Yes,high,2.3000000000000003,Dell,415,130,60-
5,4,2,30.0,No,high,3.2,Dell,90,144,80+
6,3,7,19.0,No,average,2.3000000000000003,HP,700,111,60-
7,8,7,29.0,Yes,high,4.1000000000000005,Acer,195,128,80+
7,6,3,19.0,No,low,1.8,HP,585,146,60~80
5,2,3,20.0,No,high,2.4000000000000004,Leveno,645,103,60~80
6,2,1,32.0,Yes,high,2.7,Asus,835,106,60~80
6,4,10,34.0,Yes,average,2.8000000000000003,HP,425,122,60-
8,3,12,20.0,Yes,average,2.6,Dell,340,146,60-
7,6,5,21.0,Yes,high,3.9000000000000004,Acer,990,122,80+
8,3,10,20.0,No,average,3.6,HP,580,119,60-
5,4,2,33.0,Yes,high,3.7,Leveno,990,127,80+
7,3,3,19.0,Yes,high,2.4000000000000004,HP,310,104,60-
5,3,0,31.0,Yes,average,2.4000000000000004,Asus,205,128,80+
6,6,10,19.0,Yes,average,4.2,Leveno,380,137,80+
7,6,10,26.0,Yes,low,2.3000000000000003,Acer,950,163,80+
4,2,0,27.0,Yes,low,3.2,Acer,575,136,60~80
8,3,1,34.0,Yes,average,2.8000000000000003,Acer,740,110,60-
6,5,1,27.0,No,average,3.6,Asus,435,108,60-
10,4,10,21.0,Yes,average,2.3000000000000003,Asus,400,123,60-
6,7,2,29.0,Yes,average,2.2,Asus,525,120,80+
4,4,1,22.0,Yes,average,3.1,HP,865,137,60~80
9,6,2,32.0,Yes,high,3.0,Asus,670,134,80+
9,4,2,31.0,No,average,1.8,Acer,300,100,60-
9,2,2,31.0,No,high,3.9000000000000004,HP,395,100,80+
8,11,0,23.0,No,average,3.3000000000000003,Acer,695,143,60~80
7,3,0,33.0,Yes,high,4.1000000000000005,Dell,55,129,80+
5,4,0,23.0,No,high,2.0,Asus,275,139,60~80
6,9,9,22.0,No,average,3.8000000000000003,Asus,655,147,80+
9,3,2,24.0,No,average,2.6,Apple,205,149,60-
10,6,6,21.0,No,high,1.9000000000000001,Asus,0,109,60~80
8,9,2,31.0,No,average,2.5,Leveno,390,145,60-
7,3,2,30.0,Yes,low,2.7,HP,170,105,60-
6,2,2,34.0,Yes,high,4.1000000000000005,Apple,495,111,80+
7,10,5,20.0,Yes,average,3.9000000000000004,HP,675,100,80+
7,7,0,32.0,Yes,average,3.4000000000000004,Dell,180,148,80+
8,2,11,30.0,No,low,4.3,Dell,920,121,80+
8,4,0,31.0,No,high,3.0,Apple,615,139,80+
6,6,11,20.0,Yes,high,2.6,Apple,0,137,80+
12,6,4,27.0,No,high,4.0,HP,555,142,80+
7,6,1,31.0,Yes,average,2.4000000000000004,HP,535,127,80+
6,2,1,21.0,No,average,2.6,Apple,350,109,80+
6,8,4,33.0,Yes,high,2.9000000000000004,Dell,0,102,60~80
9,4,10,28.0,Yes,high,3.3000000000000003,Dell,110,118,60-
9,2,10,23.0,Yes,low,2.9000000000000004,Leveno,540,153,80+
7,7,3,32.0,Yes,average,3.3000000000000003,Asus,885,118,60~80
6,3,13,31.0,Yes,average,1.9000000000000001,Leveno,640,127,60-
7,2,2,20.0,Yes,average,3.1,Acer,510,110,60~80
6,1,3,29.0,No,average,4.0,Dell,575,126,80+
4,4,7,31.0,No,average,3.5,Dell,460,130,60-
8,3,12,25.0,No,average,2.3000000000000003,Dell,615,131,60-
12,5,2,32.0,Yes,low,4.2,Acer,990,103,80+
9,2,1,24.0,No,average,3.4000000000000004,Acer,50,136,60~80
6,6,5,28.0,No,high,1.9000000000000001,HP,805,124,60~80
8,6,10,35.0,No,average,2.5,Apple,990,140,60-
7,6,1,35.0,No,high,1.9000000000000001,HP,425,110,80+
8,4,3,23.0,Yes,high,2.6,Dell,880,121,80+
5,5,0,25.0,Yes,high,2.2,HP,545,116,60-
5,3,9,22.0,Yes,low,3.8000000000000003,Apple,485,106,80+
8,5,3,27.0,No,high,3.6,Asus,625,139,80+
12,4,0,30.0,No,low,3.9000000000000004,HP,475,120,80+
9,3,0,23.0,Yes,average,1.8,HP,710,148,80+
10,8,7,30.0,Yes,average,4.2,HP,645,140,80+
10,4,9,35.0,Yes,low,1.9000000000000001,Acer,990,106,60-
6,4,7,25.0,No,high,4.1000000000000005,Dell,395,129,80+
8,3,11,31.0,Yes,average,3.0,Leveno,165,106,60-
8,3,9,22.0,No,high,1.9000000000000001,Acer,400,139,60-
6,5,2,24.0,No,high,4.2,HP,645,108,80+
7,8,3,25.0,No,high,3.6,HP,600,116,60-
9,4,1,20.0,Yes,low,2.0,HP,290,112,60~80
6,4,0,29.0,No,average,4.0,Apple,830,103,80+
6,4,0,35.0,Yes,low,2.0,Apple,405,123,80+
8,5,1,30.0,No,average,2.7,Acer,400,108,60~80
7,4,0,27.0,No,average,3.5,Acer,570,103,60~80
3,3,2,25.0,Yes,low,2.5,Acer,190,139,80+
7,4,0,28.0,Yes,low,2.9000000000000004,Leveno,945,112,80+
8,1,7,23.0,No,average,2.7,Acer,835,144,60-
6,3,1,32.0,Yes,average,2.1,Acer,685,132,80+
8,3,1,35.0,No,high,3.7,HP,445,105,80+
7,3,2,23.0,Yes,low,4.1000000000000005,Dell,290,116,80+
11,6,1,28.0,Yes,high,2.3000000000000003,Acer,475,113,80+
8,3,2,25.0,No,average,3.7,Apple,790,127,80+
6,2,11,27.0,Yes,average,3.1,HP,830,104,60~80
5,3,2,35.0,Yes,average,3.3000000000000003,Dell,680,102,60~80
5,3,0,19.0,No,average,4.1000000000000005,Leveno,570,114,80+
7,3,3,28.0,Yes,average,2.7,Leveno,385,131,60~80
5,4,2,32.0,No,high,2.5,Acer,820,149,60~80
9,7,4,27.0,Yes,high,2.1,Apple,885,126,80+
4,4,13,30.0,No,high,1.9000000000000001,Apple,0,146,80+
7,4,0,32.0,Yes,low,4.1000000000000005,Acer,310,129,80+
8,7,5,29.0,No,average,2.3000000000000003,Acer,270,106,60~80
6,2,4,24.0,No,average,3.3000000000000003,HP,435,143,60-
6,2,10,26.0,No,high,4.2,Asus,755,134,80+
8,4,3,29.0,Yes,average,2.1,HP,655,140,80+
8,7,6,25.0,Yes,average,3.3000000000000003,Apple,860,130,60-
6,8,2,22.0,No,average,4.1000000000000005,Acer,0,145,80+
7,3,2,21.0,Yes,high,3.9000000000000004,HP,230,125,80+
9,3,1,25.0,No,low,2.2,HP,780,109,80+
7,1,1,23.0,No,high,2.8000000000000003,Acer,140,121,60~80
6,8,0,29.0,Yes,low,4.2,Asus,665,114,80+
7,3,4,24.0,Yes,average,3.7,Leveno,670,131,80+
5,3,2,26.0,No,average,3.1,Acer,675,136,60~80
9,5,2,21.0,No,average,2.0,Dell,425,110,60-
11,3,9,22.0,Yes,high,2.6,HP,615,152,80+
7,3,0,31.0,Yes,high,3.0,HP,495,118,60-
7,5,2,32.0,Yes,low,2.5,Acer,905,131,80+
7,2,2,27.0,Yes,high,4.1000000000000005,Dell,155,103,80+
6,3,2,22.0,No,high,3.3000000000000003,Dell,185,107,80+
5,6,9,33.0,No,average,4.2,Apple,830,135,80+
7,4,4,21.0,Yes,average,3.2,HP,425,118,60~80
8,8,4,20.0,Yes,low,2.7,Asus,915,131,60~80
3,6,10,22.0,No,low,3.9000000000000004,HP,430,123,80+
7,3,1,29.0,No,low,4.1000000000000005,Apple,990,105,80+
5,8,2,21.0,No,average,3.8000000000000003,Acer,300,122,80+
9,3,9,26.0,Yes,low,2.7,Apple,790,149,60-
12,4,0,28.0,No,high,2.3000000000000003,Asus,480,128,60-
9,9,4,25.0,Yes,average,4.0,Asus,990,141,80+
7,5,2,19.0,No,low,3.8000000000000003,Apple,880,138,80+
7,6,4,19.0,No,low,3.4000000000000004,HP,670,123,60-
6,8,7,19.0,Yes,low,2.0,Leveno,545,130,60-
9,5,5,20.0,Yes,average,2.6,HP,630,148,60-
9,5,9,31.0,No,low,3.8000000000000003,Dell,215,134,80+
5,8,9,25.0,Yes,high,3.9000000000000004,Asus,600,129,80+
5,6,13,26.0,Yes,low,3.0,Asus,655,106,60-
12,6,3,29.0,No,high,4.0,Apple,540,100,80+
6,5,9,33.0,Yes,high,4.3,Acer,370,100,80+
3,5,10,30.0,Yes,high,4.2,Apple,745,113,80+
6,3,0,28.0,No,high,2.7,Asus,635,118,60-
8,2,11,28.0,No,average,3.3000000000000003,Acer,540,123,60-
5,7,6,35.0,No,low,2.2,Leveno,780,165,80+
12,4,0,27.0,Yes,average,3.3000000000000003,HP,755,111,60~80
5,3,5,19.0,Yes,average,2.0,Acer,250,111,60-
7,4,4,22.0,No,high,1.9000000000000001,HP,515,133,60-
6,3,0,29.0,Yes,average,2.6,Dell,535,117,60-
7,2,1,31.0,Yes,high,3.4000000000000004,Acer,435,147,60~80
7,6,1,26.0,Yes,average,4.1000000000000005,Leveno,460,111,80+
6,3,7,22.0,Yes,high,3.1,Leveno,280,147,60-
8,3,4,31.0,No,low,3.7,Acer,835,112,80+
6,6,5,25.0,Yes,low,4.0,Acer,705,108,80+
6,6,1,26.0,No,average,3.2,Apple,990,120,60-
11,4,2,28.0,No,low,3.0,HP,440,103,60-
8,5,1,23.0,Yes,low,3.8000000000000003,Asus,485,132,80+
8,3,4,21.0,No,high,3.3000000000000003,Leveno,570,118,80+
8,5,3,30.0,Yes,high,3.1,Asus,545,112,60~80
4,3,0,31.0,No,low,2.3000000000000003,HP,990,119,60~80
6,5,7,19.0,No,low,3.3000000000000003,Asus,685,130,80+
6,4,1,24.0,No,low,2.8000000000000003,Dell,615,144,80+
7,5,2,19.0,No,high,2.2,Acer,700,111,60~80
5,4,13,35.0,No,high,3.8000000000000003,Asus,220,137,80+
8,5,9,27.0,Yes,high,3.1,Leveno,690,129,60-
10,7,6,35.0,No,average,3.1,Leveno,670,146,80+
9,4,9,32.0,No,high,3.7,Dell,505,131,80+
7,2,1,20.0,No,low,2.4000000000000004,Dell,290,117,60-
6,5,2,28.0,No,average,1.8,HP,395,111,80+
7,3,2,23.0,No,low,1.8,Dell,335,112,60~80
6,4,9,28.0,Yes,high,4.1000000000000005,Asus,990,119,80+
10,7,9,21.0,No,high,1.9000000000000001,Asus,725,128,60~80
7,6,1,22.0,No,average,2.2,HP,650,115,60~80
7,5,0,30.0,Yes,high,2.6,HP,990,138,60-
6,3,0,34.0,No,average,2.4000000000000004,Leveno,665,136,80+
4,1,4,30.0,Yes,low,1.9000000000000001,Leveno,200,146,80+
11,2,8,34.0,No,high,2.2,Asus,830,134,60-
8,2,0,24.0,No,high,3.5,Asus,165,116,60~80
5,10,0,27.0,Yes,high,2.7,Asus,750,112,60~80
7,8,2,23.0,No,average,3.9000000000000004,Acer,565,128,80+
3,4,3,30.0,No,average,3.5,Acer,710,151,80+
7,3,13,29.0,Yes,average,2.9000000000000004,Dell,835,149,60-
9,14,13,35.0,Yes,average,1.8,Leveno,580,105,60-
5,3,1,23.0,Yes,average,1.8,Leveno,350,140,80+
10,5,2,25.0,No,average,2.9000000000000004,Asus,660,133,80+
4,6,1,35.0,Yes,high,3.6,Dell,445,136,60~80
4,4,13,31.0,Yes,high,3.8000000000000003,Leveno,515,121,80+
3,3,13,26.0,Yes,low,2.3000000000000003,Leveno,780,148,60-
8,4,12,28.0,Yes,low,1.9000000000000001,Acer,125,100,60-
6,3,6,28.0,Yes,high,1.8,Asus,715,110,60-
8,3,0,33.0,No,low,1.8,Acer,830,132,60-
6,4,3,32.0,Yes,average,3.6,Dell,425,100,80+
12,4,5,31.0,Yes,high,4.3,Asus,885,115,80+
8,2,9,34.0,Yes,high,3.4000000000000004,HP,585,148,60-
8,4,2,20.0,Yes,low,2.0,HP,530,148,60-
8,3,0,32.0,No,low,2.3000000000000003,Apple,770,175,80+
7,5,10,31.0,Yes,average,2.4000000000000004,Apple,495,147,60-
4,4,10,26.0,No,average,2.9000000000000004,Asus,675,149,60-
3,3,0,32.0,No,high,3.4000000000000004,Acer,180,107,60~80
7,3,9,30.0,Yes,average,3.5,Asus,430,146,60-
8,7,12,25.0,No,low,3.4000000000000004,Dell,50,149,60-
8,3,1,22.0,No,average,4.2,Apple,265,109,80+
4,5,5,20.0,No,average,1.9000000000000001,Apple,480,108,60~80
9,4,0,21.0,No,low,3.2,Asus,725,118,80+
12,3,2,34.0,No,average,3.3000000000000003,HP,405,100,80+
10,3,0,27.0,No,average,3.2,Dell,465,139,80+
8,5,7,34.0,No,low,3.1,HP,185,121,60~80
7,5,1,32.0,Yes,low,3.9000000000000004,Dell,735,134,80+
9,9,8,22.0,No,low,3.0,Asus,705,114,80+
9,3,0,31.0,Yes,high,2.9000000000000004,Acer,735,108,80+
5,7,2,21.0,No,average,3.5,Dell,0,116,80+
9,5,2,33.0,No,low,4.2,Leveno,285,104,80+
8,5,13,22.0,Yes,low,2.7,Leveno,870,147,60-
7,4,2,23.0,No,low,2.2,Leveno,385,110,80+
8,3,1,32.0,Yes,average,4.2,Dell,490,115,80+
6,5,0,34.0,Yes,average,2.8000000000000003,HP,420,133,60~80
3,5,0,30.0,Yes,high,3.3000000000000003,Acer,405,139,60-
6,2,0,26.0,Yes,average,2.9000000000000004,Apple,310,104,60-
10,5,12,26.0,No,low,1.9000000000000001,Leveno,750,139,60~80
5,3,6,26.0,No,average,3.3000000000000003,Apple,290,118,60-
7,4,1,20.0,No,low,4.0,HP,260,138,80+
5,7,10,23.0,Yes,average,2.9000000000000004,Acer,725,108,60-
7,3,11,24.0,Yes,average,2.4000000000000004,Acer,810,122,60-
6,4,2,29.0,No,high,4.0,Acer,615,120,80+
9,6,3,26.0,Yes,average,2.0,Leveno,270,121,60~80
8,2,4,25.0,No,average,3.7,Dell,435,107,80+
6,4,2,31.0,Yes,average,4.0,Apple,990,112,80+
6,4,8,19.0,No,high,4.2,Asus,600,113,80+
7,3,4,25.0,No,high,2.1,HP,215,130,60~80
5,4,3,27.0,Yes,low,2.3000000000000003,HP,625,161,80+
8,3,11,22.0,Yes,high,4.3,Leveno,385,116,80+
5,6,4,35.0,Yes,average,2.8000000000000003,Dell,255,101,80+
7,8,5,24.0,No,low,2.7,Apple,595,120,60-
7,14,7,27.0,Yes,average,2.8000000000000003,Dell,45,140,60-
9,3,8,26.0,No,high,3.0,Acer,495,119,60-
8,8,13,33.0,Yes,high,1.9000000000000001,Apple,725,139,80+
6,3,2,29.0,No,average,3.6,Acer,690,109,80+
12,6,6,26.0,No,low,4.1000000000000005,Asus,420,116,80+
4,2,0,33.0,No,high,1.8,Asus,335,137,80+
5,4,10,31.0,No,high,3.6,Leveno,425,123,60-
4,2,12,26.0,Yes,low,2.7,Apple,770,100,60-
8,2,0,32.0,Yes,low,3.9000000000000004,HP,870,145,80+
12,3,5,30.0,Yes,average,2.7,Asus,380,112,60-
6,4,2,31.0,Yes,high,2.6,Dell,550,140,80+
6,3,9,19.0,Yes,average,3.4000000000000004,Dell,275,136,60-
5,2,5,21.0,No,average,2.4000000000000004,Asus,400,111,60-
7,7,1,29.0,No,low,4.1000000000000005,Asus,860,144,80+
11,5,8,23.0,Yes,high,3.7,Apple,515,126,80+
8,6,10,24.0,Yes,high,3.7,Apple,165,144,80+
6,4,1,25.0,No,average,2.7,Apple,565,149,60~80
11,6,0,29.0,No,low,1.8,HP,435,136,80+
8,5,1,30.0,No,low,2.3000000000000003,Leveno,505,125,60~80
6,3,0,25.0,Yes,average,4.3,Acer,720,102,80+
7,6,9,33.0,No,average,2.7,Dell,335,142,60-
12,2,5,19.0,No,high,2.4000000000000004,HP,815,118,60-
7,2,0,25.0,Yes,high,3.8000000000000003,Apple,0,148,80+
8,4,11,21.0,No,low,3.7,Apple,455,128,80+
9,8,12,21.0,No,average,2.8000000000000003,Acer,505,136,60~80
5,5,0,27.0,No,high,3.7,Apple,585,103,80+
7,3,12,22.0,Yes,high,1.9000000000000001,Leveno,825,101,60-
5,7,2,23.0,Yes,average,3.9000000000000004,HP,405,135,80+
10,1,1,35.0,No,low,2.0,Leveno,575,149,60-
4,2,11,19.0,No,average,4.2,Dell,0,158,80+
9,4,1,35.0,No,high,3.9000000000000004,Leveno,385,145,80+
8,5,4,21.0,No,high,2.4000000000000004,Apple,490,113,80+
6,13,2,30.0,Yes,low,3.9000000000000004,Dell,770,104,80+
9,3,0,34.0,No,average,2.4000000000000004,Apple,290,116,60-
4,5,2,20.0,No,low,2.6,Asus,405,148,80+
8,2,1,20.0,Yes,average,2.2,Dell,325,100,60~80
7,3,8,31.0,No,high,2.9000000000000004,Apple,395,118,80+
3,8,7,35.0,Yes,high,3.5,HP,360,136,60-
5,6,5,31.0,Yes,average,2.1,Apple,750,145,60-
7,2,0,20.0,No,high,3.0,Leveno,320,147,60-
7,6,3,34.0,No,average,3.5,Acer,480,111,80+
7,5,3,26.0,No,high,4.3,Asus,275,143,80+
8,3,2,30.0,Yes,average,4.2,HP,610,117,80+
8,4,6,25.0,Yes,average,4.1000000000000005,Dell,375,100,80+
10,3,2,33.0,No,average,1.9000000000000001,Acer,990,108,60~80
8,14,1,19.0,No,average,2.0,Apple,760,115,60-
7,5,9,21.0,Yes,low,2.4000000000000004,Leveno,350,140,60-
10,4,10,22.0,Yes,low,4.0,Dell,500,132,80+
9,5,2,23.0,No,average,3.4000000000000004,Asus,605,142,60~80
6,5,1,26.0,No,average,3.0,Dell,735,155,80+
8,4,0,23.0,Yes,average,2.5,Leveno,585,111,60-
7,3,11,23.0,Yes,low,2.5,Dell,365,112,60-
7,4,1,20.0,No,low,4.0,Asus,465,124,80+
7,3,2,30.0,No,high,2.7,Leveno,650,109,60-
10,4,1,22.0,Yes,average,2.9000000000000004,Dell,415,133,60~80
6,3,3,19.0,No,low,2.1,Apple,710,104,60-
5,7,1,19.0,No,low,3.7,Apple,465,132,80+
9,2,7,25.0,No,low,2.3000000000000003,Acer,515,139,60-
9,7,1,19.0,No,low,3.6,HP,90,106,80+
8,3,13,29.0,No,high,2.5,Asus,480,120,60-
5,3,7,24.0,Yes,low,3.3000000000000003,Apple,490,127,60-
9,1,6,20.0,Yes,low,2.7,Apple,760,131,60-
5,2,0,20.0,Yes,high,2.6,Dell,765,145,60-
7,3,7,25.0,No,low,3.8000000000000003,Dell,725,113,80+
4,7,5,21.0,Yes,high,3.9000000000000004,Acer,510,144,80+
8,4,0,21.0,No,average,2.2,Acer,755,140,60~80
5,5,0,22.0,Yes,high,3.0,HP,810,158,80+
9,3,2,26.0,No,average,4.2,HP,670,102,80+
9,3,1,20.0,No,high,2.3000000000000003,Apple,125,101,80+
6,3,6,33.0,Yes,average,3.2,Acer,445,118,60-
5,5,3,21.0,No,average,3.5,Leveno,120,122,60-
7,8,7,21.0,Yes,average,3.9000000000000004,Apple,770,101,80+
7,1,0,20.0,Yes,average,3.1,Dell,120,117,60-
10,6,1,24.0,No,low,4.2,Asus,0,148,80+
6,11,2,21.0,Yes,high,3.6,HP,265,114,60-
9,5,1,32.0,Yes,average,3.9000000000000004,Acer,145,142,80+
8,3,0,33.0,Yes,average,3.6,Apple,340,118,60~80
5,4,9,22.0,No,high,2.9000000000000004,Apple,545,104,80+
6,3,2,35.0,No,high,2.6,Acer,500,105,80+
5,3,3,30.0,No,high,2.2,Apple,750,102,80+
7,7,6,27.0,No,low,3.3000000000000003,Acer,265,106,80+
7,3,6,27.0,Yes,low,2.8000000000000003,Asus,75,160,80+
6,3,0,29.0,Yes,low,1.8,HP,615,130,80+
6,4,0,33.0,Yes,high,1.8,Acer,225,106,60~80
3,2,0,25.0,Yes,high,2.1,Acer,250,132,80+
9,4,2,29.0,Yes,average,3.4000000000000004,Apple,455,104,60-
5,7,0,35.0,No,low,4.0,Dell,585,145,80+
6,4,7,33.0,Yes,low,2.3000000000000003,Dell,965,121,60~80
7,3,3,34.0,Yes,low,4.0,Apple,820,121,80+
9,6,5,25.0,No,average,4.0,HP,585,125,80+
7,5,0,33.0,No,average,3.3000000000000003,HP,810,118,80+
6,13,9,33.0,No,average,2.7,Dell,140,141,60-
3,4,2,31.0,No,high,2.1,Acer,415,123,60~80
9,3,1,29.0,No,average,3.4000000000000004,Acer,595,142,60-
7,5,0,30.0,No,low,3.0,HP,890,145,60-
5,3,6,22.0,No,high,3.0,Leveno,390,117,60-
5,7,3,27.0,No,average,3.7,HP,140,108,80+
7,7,0,25.0,No,average,2.7,Dell,485,111,60~80
4,2,1,29.0,No,average,3.5,Acer,200,102,60-
7,5,2,23.0,Yes,low,3.7,Apple,730,147,80+
9,6,0,35.0,No,high,3.6,Dell,655,132,60~80
8,8,0,28.0,No,low,2.2,Leveno,350,148,60-
4,2,8,21.0,No,low,2.6,Apple,205,131,60-
12,2,2,32.0,Yes,high,1.8,Asus,665,131,80+
6,13,6,28.0,Yes,average,2.2,Acer,520,113,60-
6,4,7,19.0,Yes,average,4.3,Dell,795,113,80+
5,5,2,29.0,Yes,average,3.9000000000000004,Leveno,865,125,80+
7,4,11,30.0,Yes,high,3.6,Asus,640,118,60-
4,4,2,20.0,No,high,4.0,Leveno,65,124,80+
7,3,6,35.0,No,average,3.1,Acer,790,137,60-
8,4,0,28.0,Yes,average,3.0,Asus,505,135,60~80
9,5,0,25.0,Yes,high,1.8,Asus,265,101,60-
9,2,2,29.0,Yes,average,2.9000000000000004,Apple,90,137,80+
7,3,2,28.0,Yes,average,4.3,HP,695,137,80+
8,3,10,20.0,Yes,high,3.4000000000000004,Apple,0,106,80+
6,6,11,27.0,No,high,4.2,Dell,555,111,80+
8,4,0,23.0,No,high,3.7,Dell,325,147,80+
9,12,10,35.0,Yes,low,3.1,Asus,610,123,60-
7,5,13,30.0,Yes,low,4.2,HP,530,134,80+
7,3,3,20.0,Yes,low,3.0,Apple,715,135,60~80
7,3,0,19.0,No,high,3.7,HP,610,178,80+
6,3,10,26.0,No,high,3.2,Apple,485,109,80+
8,5,2,26.0,Yes,low,3.1,HP,380,148,60~80
5,3,0,35.0,Yes,average,4.1000000000000005,Acer,320,149,80+
9,3,12,25.0,No,average,2.6,Acer,760,109,60-
8,6,9,25.0,No,high,3.2,Leveno,645,142,60-
6,4,8,20.0,Yes,high,2.1,Acer,470,148,60-
5,3,1,30.0,Yes,average,3.3000000000000003,Acer,560,114,80+
8,5,0,22.0,Yes,low,3.9000000000000004,Dell,830,147,80+
11,2,1,22.0,No,high,3.7,Dell,650,101,80+
6,12,2,30.0,Yes,high,4.3,HP,705,122,80+
7,3,1,27.0,Yes,low,1.9000000000000001,Dell,645,124,60~80
8,4,1,31.0,No,average,1.8,Apple,605,138,80+
5,3,0,34.0,No,low,2.1,Leveno,275,153,80+
8,3,3,21.0,No,low,1.9000000000000001,Asus,500,137,80+
4,3,3,19.0,Yes,average,2.7,Leveno,270,157,80+
7,6,1,23.0,Yes,low,2.9000000000000004,HP,780,122,60~80
7,3,10,27.0,Yes,low,4.3,Leveno,705,128,80+
12,8,2,26.0,No,low,3.0,Asus,485,100,60-
7,1,11,29.0,No,high,1.8,Asus,710,146,60-
12,3,5,22.0,Yes,low,3.7,Asus,615,132,80+
7,4,2,30.0,Yes,high,4.0,HP,405,115,80+
7,2,6,21.0,No,high,2.4000000000000004,HP,465,147,60-
8,6,1,33.0,No,high,2.9000000000000004,Dell,425,106,80+
8,2,5,35.0,No,low,3.6,Leveno,345,122,60-
8,3,3,31.0,Yes,low,2.4000000000000004,Asus,635,139,80+
7,3,8,22.0,Yes,low,3.4000000000000004,Dell,585,141,60-
7,7,0,35.0,Yes,high,3.6,Dell,440,133,60-
5,5,2,20.0,No,average,2.8000000000000003,Apple,685,112,60-
8,3,0,29.0,Yes,low,2.1,Leveno,195,140,80+
6,14,0,25.0,No,average,2.9000000000000004,Asus,540,140,80+
11,8,0,21.0,No,low,3.6,Asus,675,125,60-
9,8,12,28.0,Yes,average,2.5,Leveno,420,131,60-
9,3,0,25.0,No,high,2.1,Apple,520,146,80+
7,3,3,32.0,Yes,low,3.0,HP,570,110,60-
8,3,3,26.0,No,low,3.1,Dell,600,169,80+
8,3,0,30.0,No,low,3.5,HP,390,107,80+
4,4,13,27.0,No,low,3.2,HP,595,119,60-
6,4,8,31.0,No,high,3.6,Acer,345,131,60-
6,1,6,31.0,No,average,3.1,HP,550,121,60-
8,7,3,35.0,No,average,3.4000000000000004,Leveno,920,143,60~80
7,5,1,25.0,No,high,2.1,HP,370,135,60~80
7,3,2,26.0,Yes,average,3.8000000000000003,HP,465,113,80+
8,5,12,31.0,Yes,average,3.5,HP,660,122,60-
5,4,7,29.0,No,average,2.9000000000000004,Apple,265,140,60-
5,9,5,31.0,Yes,high,2.3000000000000003,Asus,335,146,60-
7,2,3,24.0,Yes,high,3.8000000000000003,Leveno,615,145,80+
6,4,2,28.0,Yes,average,2.2,Leveno,555,125,60~80
7,2,2,24.0,Yes,average,2.2,HP,265,103,60-
5,3,2,21.0,Yes,average,2.6,Leveno,990,116,60~80
6,2,5,30.0,No,average,4.2,Apple,660,128,80+
6,5,6,32.0,No,average,2.9000000000000004,Dell,30,149,60-
7,7,0,20.0,No,low,2.0,Acer,740,135,60~80
7,2,12,32.0,No,high,2.2,Dell,175,142,60-
8,13,1,22.0,Yes,low,2.9000000000000004,Apple,605,109,60-
