Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
11,2,3,32.0,Yes,low,3.1,Apple,480,105,60-
5,4,13,33.0,No,average,2.0,Apple,720,124,60-
8,4,5,25.0,No,average,3.9000000000000004,HP,180,144,80+
6,3,10,22.0,No,average,2.6,Apple,435,118,60-
4,5,2,33.0,Yes,average,3.7,HP,715,101,80+
4,7,7,33.0,Yes,low,2.6,HP,335,127,60-
6,8,6,19.0,No,high,2.2,Acer,990,137,60-
5,6,2,30.0,Yes,low,4.3,Asus,765,103,80+
6,3,1,29.0,Yes,high,2.3000000000000003,Apple,375,130,80+
10,2,2,28.0,Yes,average,3.3000000000000003,Acer,460,126,60-
10,4,2,25.0,Yes,low,1.8,Dell,865,143,80+
6,4,2,20.0,No,low,2.7,Acer,425,115,80+
4,7,9,31.0,No,high,2.5,Apple,525,116,80+
7,6,0,23.0,Yes,low,3.8000000000000003,Apple,715,106,80+
7,8,2,31.0,No,high,3.2,Asus,285,137,60~80
5,6,10,21.0,No,average,2.2,HP,75,138,60~80
6,5,2,27.0,No,low,3.9000000000000004,Dell,945,112,80+
6,7,2,35.0,Yes,high,2.4000000000000004,Leveno,110,123,60~80
6,4,1,19.0,Yes,high,4.3,Asus,0,150,80+
6,4,2,21.0,No,low,3.8000000000000003,Apple,195,108,80+
3,3,2,29.0,No,low,3.1,Dell,290,130,60~80
8,10,1,34.0,No,low,4.1000000000000005,HP,600,149,80+
7,3,2,35.0,Yes,average,3.3000000000000003,HP,80,140,60~80
6,3,3,25.0,No,average,2.7,HP,475,119,80+
10,8,4,33.0,No,high,2.1,Acer,755,137,60~80
6,4,1,27.0,Yes,high,2.6,Dell,925,146,60~80
10,6,2,29.0,Yes,high,3.7,Asus,115,134,80+
12,5,0,19.0,No,high,1.8,Leveno,285,130,80+
6,2,1,25.0,No,high,1.8,Dell,775,141,80+
7,1,0,23.0,Yes,average,2.7,Asus,760,119,60~80
6,6,1,27.0,Yes,low,3.9000000000000004,Apple,340,131,80+
9,3,0,19.0,No,high,2.0,Dell,705,104,60-
6,3,2,21.0,Yes,low,3.9000000000000004,HP,700,147,80+
5,4,2,25.0,Yes,low,3.6,Dell,210,145,60~80
4,5,8,30.0,No,low,2.2,Leveno,635,132,60-
3,4,2,25.0,Yes,average,2.5,Acer,620,114,80+
8,7,10,26.0,Yes,low,4.3,HP,450,122,80+
8,9,10,27.0,No,high,3.8000000000000003,Acer,170,116,80+
8,4,8,29.0,No,high,1.9000000000000001,Asus,775,124,60-
8,5,0,28.0,Yes,low,4.1000000000000005,Dell,820,117,80+
8,5,2,29.0,No,low,3.1,Apple,830,123,60-
5,6,2,26.0,Yes,average,2.0,Dell,540,106,60-
3,4,9,19.0,No,high,3.3000000000000003,Acer,405,136,60-
9,5,13,19.0,Yes,low,2.5,HP,565,112,60-
7,3,5,24.0,Yes,high,3.6,HP,530,125,60-
6,8,6,19.0,No,high,3.4000000000000004,HP,705,137,80+
6,5,3,20.0,Yes,average,2.3000000000000003,Leveno,415,129,80+
7,12,1,21.0,Yes,high,2.1,Leveno,880,146,80+
5,3,1,22.0,No,low,3.1,Acer,395,130,80+
7,5,8,29.0,Yes,average,2.0,HP,990,132,60-
7,3,3,25.0,No,low,3.8000000000000003,Acer,90,106,80+
6,5,10,21.0,No,average,2.3000000000000003,Dell,380,141,60-
6,5,1,28.0,No,average,2.6,Leveno,655,118,60-
6,5,0,28.0,Yes,average,2.1,Acer,790,123,80+
6,5,11,23.0,Yes,high,4.1000000000000005,Dell,360,112,80+
6,8,7,27.0,No,average,4.0,HP,675,142,80+
5,6,2,34.0,No,high,4.0,Dell,560,144,80+
4,3,5,22.0,Yes,high,4.1000000000000005,Asus,635,128,80+
7,14,9,21.0,Yes,high,3.5,Asus,645,125,60-
7,4,2,28.0,No,high,3.3000000000000003,HP,725,109,60~80
8,14,7,28.0,Yes,low,3.8000000000000003,Leveno,460,124,80+
8,4,2,35.0,No,low,4.1000000000000005,Dell,675,149,80+
8,1,0,21.0,Yes,high,3.6,HP,185,135,60-
5,7,5,19.0,Yes,high,2.8000000000000003,Leveno,230,142,60-
6,6,9,34.0,No,average,3.7,HP,815,138,80+
6,3,1,24.0,No,average,3.1,Apple,565,142,80+
6,8,3,31.0,No,low,2.4000000000000004,Leveno,820,142,80+
7,2,3,31.0,No,low,3.4000000000000004,Asus,20,113,60-
6,4,4,29.0,No,low,4.3,Leveno,345,117,80+
6,2,3,35.0,Yes,low,3.9000000000000004,Dell,740,132,80+
8,4,6,25.0,No,high,3.2,Dell,815,134,60-
8,4,1,30.0,No,low,2.4000000000000004,Asus,400,143,80+
8,12,3,26.0,Yes,low,2.0,Apple,760,114,60~80
8,6,0,29.0,Yes,low,2.7,Dell,680,148,60~80
7,3,12,26.0,Yes,average,2.3000000000000003,Leveno,990,137,60-
11,14,7,33.0,No,average,3.0,Acer,385,113,60~80
9,14,2,30.0,No,high,4.3,Dell,420,113,80+
10,4,2,29.0,No,high,1.9000000000000001,HP,485,124,80+
5,3,3,35.0,Yes,high,2.0,Leveno,740,147,60-
4,6,5,21.0,No,average,2.0,Dell,205,111,80+
6,6,1,24.0,Yes,low,2.5,Acer,170,129,60~80
8,2,2,33.0,No,high,2.7,Acer,595,136,60-
6,4,13,23.0,No,average,2.3000000000000003,Leveno,560,117,60-
10,3,0,26.0,No,high,2.5,Apple,990,148,80+
8,1,9,22.0,Yes,high,1.8,Asus,800,120,60-
6,3,0,32.0,Yes,high,2.6,Acer,585,116,60~80
3,4,9,33.0,Yes,high,2.8000000000000003,Dell,280,141,60-
7,6,1,20.0,Yes,average,4.2,Leveno,815,109,80+
7,7,2,30.0,Yes,high,2.1,Acer,740,114,60~80
4,3,9,26.0,Yes,low,3.2,Apple,675,106,60-
7,4,4,32.0,Yes,average,2.1,Apple,800,104,60~80
7,4,0,22.0,Yes,average,1.9000000000000001,Leveno,365,177,80+
12,3,1,22.0,No,low,2.6,HP,300,121,60-
7,3,1,33.0,Yes,low,3.0,Acer,465,102,80+
8,7,0,23.0,No,low,3.6,HP,550,111,60-
9,2,0,22.0,Yes,high,3.3000000000000003,Leveno,0,133,80+
8,4,10,23.0,No,average,3.2,HP,755,105,60-
5,3,12,28.0,No,average,2.4000000000000004,Dell,820,129,60~80
7,3,3,22.0,No,average,2.2,Dell,910,136,60~80
7,11,0,20.0,Yes,average,2.6,Dell,575,124,60~80
6,5,0,20.0,No,high,2.2,Acer,250,132,60~80
7,3,3,21.0,No,high,4.2,Asus,605,143,80+
10,3,2,22.0,No,high,3.7,Acer,455,115,80+
9,13,0,24.0,Yes,average,2.9000000000000004,Apple,505,138,80+
6,7,12,22.0,Yes,high,3.9000000000000004,HP,270,142,80+
3,8,13,19.0,No,low,3.6,Asus,635,130,80+
7,3,12,27.0,Yes,average,3.8000000000000003,Leveno,580,142,80+
9,3,0,35.0,Yes,high,4.2,Acer,990,141,80+
6,2,0,24.0,Yes,average,2.7,Apple,820,140,60~80
10,4,2,24.0,Yes,low,2.4000000000000004,Dell,610,103,60-
12,6,1,28.0,Yes,high,2.0,Leveno,0,119,80+
9,3,13,24.0,No,high,3.2,Dell,565,101,60-
8,3,2,25.0,No,low,2.1,HP,745,149,80+
11,3,0,33.0,Yes,low,3.9000000000000004,HP,440,115,80+
6,3,9,29.0,Yes,average,2.8000000000000003,Dell,960,103,60~80
11,3,10,20.0,No,high,3.0,Apple,445,109,80+
7,2,10,21.0,No,average,4.3,Acer,655,106,80+
6,4,2,33.0,Yes,high,2.0,Apple,90,127,80+
11,3,2,27.0,No,low,2.5,Acer,990,131,80+
5,3,3,32.0,Yes,high,3.9000000000000004,Apple,485,134,80+
8,5,12,20.0,No,average,3.8000000000000003,Apple,635,130,80+
4,7,11,29.0,No,average,2.2,Acer,550,121,60-
6,4,1,29.0,Yes,average,3.7,Leveno,830,113,80+
8,3,1,27.0,No,average,4.2,Acer,535,130,80+
9,3,0,30.0,Yes,low,4.2,HP,560,105,80+
6,5,2,19.0,Yes,high,3.9000000000000004,Apple,345,131,80+
4,2,1,33.0,Yes,low,1.8,Acer,530,113,60~80
7,4,1,29.0,No,average,2.0,Acer,455,131,60-
12,2,1,31.0,Yes,average,3.7,Leveno,430,111,80+
8,3,0,27.0,Yes,low,2.7,Apple,680,126,60-
8,2,2,32.0,Yes,low,2.7,Asus,550,137,80+
5,4,8,32.0,No,average,2.1,HP,295,163,80+
5,6,2,21.0,Yes,low,2.9000000000000004,Leveno,990,117,60~80
7,3,3,30.0,No,high,3.7,Asus,680,133,80+
3,6,0,29.0,Yes,high,2.6,HP,505,109,80+
8,8,8,35.0,No,high,3.4000000000000004,Apple,640,133,80+
9,5,10,23.0,No,average,3.1,Apple,570,145,60-
7,8,1,32.0,Yes,high,2.0,Asus,415,148,60~80
4,3,6,23.0,No,average,3.2,Dell,385,131,60-
7,7,11,26.0,Yes,low,2.3000000000000003,Dell,445,130,60-
9,11,10,21.0,Yes,average,4.3,Leveno,165,116,80+
11,3,0,29.0,No,high,2.8000000000000003,Acer,990,103,60~80
10,8,2,30.0,No,average,4.0,HP,650,126,80+
7,9,6,25.0,Yes,high,3.6,Asus,425,115,60-
12,6,11,19.0,No,average,3.9000000000000004,HP,735,138,80+
7,5,4,28.0,No,low,3.4000000000000004,Leveno,990,136,60-
7,2,0,29.0,Yes,high,3.9000000000000004,Asus,85,141,80+
6,5,9,28.0,No,low,2.0,Asus,500,172,80+
6,5,10,34.0,No,average,3.5,Apple,610,131,60-
8,4,9,35.0,Yes,low,3.4000000000000004,Asus,575,122,60-
6,3,0,31.0,No,low,3.6,Acer,265,119,60~80
6,6,2,35.0,Yes,high,3.6,Leveno,605,147,60~80
7,4,1,29.0,No,average,2.1,Asus,515,112,60~80
8,3,0,20.0,Yes,average,3.8000000000000003,HP,990,135,80+
4,3,0,20.0,Yes,average,2.9000000000000004,Dell,225,135,80+
6,3,7,23.0,No,high,3.2,Leveno,640,143,60-
8,5,8,34.0,Yes,average,3.4000000000000004,Leveno,420,176,80+
6,6,2,35.0,No,high,2.3000000000000003,Dell,490,107,60-
6,7,9,27.0,No,average,2.1,Apple,985,175,80+
7,4,6,25.0,Yes,high,2.0,Acer,740,100,60-
5,5,2,33.0,No,low,3.2,Acer,395,143,80+
10,3,0,24.0,Yes,low,3.4000000000000004,Leveno,540,136,80+
7,4,2,35.0,No,low,2.6,Asus,330,140,60~80
6,4,1,20.0,Yes,low,2.0,Acer,680,111,60~80
7,2,7,21.0,Yes,average,3.7,Apple,795,101,80+
4,4,10,31.0,Yes,average,1.9000000000000001,Apple,275,135,60-
6,3,3,30.0,Yes,high,3.0,Acer,290,148,60~80
6,3,5,29.0,No,high,2.4000000000000004,Leveno,585,118,60-
6,8,6,33.0,Yes,low,2.2,HP,695,111,60-
8,7,11,22.0,Yes,high,3.2,Dell,200,123,60-
8,2,0,32.0,No,average,3.9000000000000004,Dell,725,117,80+
7,2,13,31.0,No,high,2.7,Asus,500,115,60-
8,2,5,34.0,No,average,1.8,HP,635,121,60-
10,3,1,25.0,Yes,low,2.2,Acer,360,111,80+
8,7,0,20.0,No,high,3.5,Apple,490,110,80+
6,14,0,32.0,No,average,3.4000000000000004,Apple,770,127,60-
7,6,9,22.0,Yes,high,3.0,Dell,560,131,60-
8,5,12,31.0,No,low,3.6,Leveno,580,100,80+
5,7,2,35.0,Yes,low,1.9000000000000001,Dell,370,149,80+
7,6,13,22.0,Yes,low,3.4000000000000004,Dell,480,179,80+
6,3,1,25.0,No,high,1.8,Asus,955,117,60~80
5,4,3,20.0,Yes,high,4.1000000000000005,Leveno,395,106,80+
12,6,3,24.0,Yes,high,2.6,Dell,390,116,60-
7,3,3,22.0,Yes,high,3.7,HP,195,110,80+
8,7,10,32.0,No,low,2.4000000000000004,HP,725,137,60~80
7,10,3,23.0,No,high,3.3000000000000003,Leveno,310,123,80+
5,6,12,27.0,Yes,average,2.7,Asus,845,145,60~80
4,5,1,33.0,No,average,3.7,Apple,120,108,80+
8,3,1,33.0,Yes,high,4.3,Acer,235,143,80+
6,7,4,32.0,Yes,average,1.9000000000000001,Asus,500,138,80+
7,3,0,19.0,Yes,low,3.4000000000000004,Acer,195,137,60~80
11,3,1,27.0,No,high,3.1,Apple,455,132,80+
9,3,7,28.0,No,high,2.8000000000000003,Acer,260,146,60-
5,12,2,27.0,No,high,2.3000000000000003,Dell,215,126,60~80
6,1,1,34.0,No,low,3.5,Dell,595,102,60-
10,7,8,21.0,Yes,high,2.0,Asus,480,135,60-
6,2,10,34.0,Yes,average,2.8000000000000003,HP,495,126,60-
4,5,8,33.0,No,high,4.0,HP,150,145,80+
6,3,6,31.0,No,low,3.8000000000000003,Apple,20,129,80+
4,4,2,25.0,No,high,3.3000000000000003,Dell,0,125,60~80
6,3,3,21.0,Yes,low,2.9000000000000004,Leveno,905,145,60~80
7,4,6,26.0,No,average,1.9000000000000001,Asus,505,119,60-
7,3,0,22.0,Yes,average,2.2,Leveno,600,124,60~80
8,6,12,32.0,Yes,low,3.2,Leveno,570,141,60-
8,6,2,30.0,Yes,average,2.5,Dell,840,148,60~80
8,10,4,28.0,Yes,high,3.1,Apple,295,100,80+
8,4,6,26.0,No,high,4.2,HP,500,139,80+
8,4,8,26.0,Yes,average,3.7,Asus,710,127,80+
11,3,9,31.0,Yes,high,2.8000000000000003,HP,785,146,60-
5,2,10,19.0,No,low,2.4000000000000004,Acer,175,116,60-
9,3,1,32.0,Yes,high,1.9000000000000001,Acer,920,133,60~80
8,5,7,33.0,No,low,3.8000000000000003,Dell,750,141,80+
8,6,8,28.0,Yes,high,2.6,Apple,895,133,80+
8,4,2,26.0,Yes,low,2.2,Acer,560,128,60-
9,13,9,26.0,No,low,2.2,Apple,920,118,60~80
8,1,5,31.0,Yes,high,2.0,Leveno,625,108,60-
7,6,6,25.0,No,low,2.4000000000000004,Acer,305,119,60~80
6,4,5,35.0,No,high,3.8000000000000003,HP,585,110,80+
10,7,0,24.0,Yes,low,4.3,Asus,275,103,80+
7,4,4,22.0,Yes,high,2.2,Dell,280,142,60-
9,5,3,35.0,Yes,high,3.6,Asus,785,121,80+
9,3,0,29.0,Yes,high,2.1,Leveno,580,138,60~80
6,1,3,26.0,Yes,average,2.9000000000000004,Apple,190,114,60~80
5,6,0,30.0,Yes,high,3.1,Asus,650,162,80+
7,2,1,21.0,Yes,low,2.4000000000000004,Dell,345,122,60-
11,4,1,20.0,Yes,average,3.1,Dell,635,100,80+
6,5,0,29.0,Yes,average,4.1000000000000005,Acer,830,119,80+
7,4,3,29.0,Yes,average,2.3000000000000003,Acer,870,127,60~80
6,4,11,19.0,No,high,1.8,Apple,115,127,80+
8,2,2,25.0,No,high,3.8000000000000003,Dell,630,142,80+
6,4,2,26.0,No,low,2.6,Leveno,665,171,80+
6,2,0,25.0,No,average,4.1000000000000005,Asus,240,114,80+
5,3,10,28.0,Yes,average,3.9000000000000004,Acer,285,122,80+
9,3,9,19.0,No,average,3.7,Acer,200,133,80+
7,4,2,33.0,No,high,2.0,Acer,355,131,60-
9,3,3,33.0,Yes,high,4.0,Acer,295,131,80+
6,2,5,23.0,Yes,low,4.2,Asus,795,143,80+
9,12,3,25.0,Yes,low,2.5,Dell,635,132,60-
8,6,9,34.0,No,average,2.6,Acer,0,134,60~80
9,3,11,19.0,Yes,low,2.9000000000000004,HP,835,128,60-
10,13,2,31.0,Yes,high,2.8000000000000003,Leveno,285,121,60-
10,1,0,20.0,Yes,average,1.9000000000000001,Apple,250,114,60~80
5,7,1,20.0,Yes,high,2.4000000000000004,Leveno,510,106,60~80
10,1,1,31.0,Yes,low,3.5,Acer,110,108,80+
8,8,0,31.0,No,high,3.0,HP,620,123,60-
8,5,8,25.0,No,high,3.7,Asus,495,129,80+
7,4,10,31.0,Yes,low,1.8,Asus,425,149,60-
7,7,7,31.0,No,average,3.1,Leveno,635,112,80+
7,2,0,19.0,No,high,3.4000000000000004,Dell,595,141,60~80
5,4,2,35.0,No,low,3.1,HP,350,146,80+
9,4,4,29.0,No,high,3.9000000000000004,Acer,545,140,80+
8,4,3,29.0,Yes,high,2.7,Dell,620,105,80+
6,5,7,32.0,Yes,low,4.0,Asus,260,142,80+
6,3,6,19.0,No,high,3.9000000000000004,Leveno,355,116,80+
7,2,0,28.0,No,low,3.2,Leveno,345,120,60-
6,2,1,33.0,Yes,low,2.9000000000000004,Dell,315,113,60~80
6,5,4,21.0,Yes,low,2.9000000000000004,Leveno,730,111,60-
8,2,0,22.0,No,low,4.2,HP,275,115,80+
7,5,1,29.0,Yes,low,1.8,HP,650,140,60~80
7,3,13,27.0,No,low,1.9000000000000001,Leveno,520,124,60-
6,3,3,33.0,No,average,2.7,Asus,225,119,60~80
5,2,3,32.0,Yes,average,3.0,Apple,190,116,60~80
7,5,1,19.0,No,average,1.8,Asus,330,137,80+
8,4,0,29.0,Yes,low,3.5,Leveno,525,133,80+
7,7,0,24.0,Yes,high,3.6,Dell,650,109,60~80
10,6,0,20.0,No,high,2.2,Dell,630,109,60~80
6,3,1,34.0,Yes,high,3.2,HP,600,130,60~80
8,3,12,23.0,Yes,low,3.9000000000000004,Dell,465,124,80+
5,3,0,32.0,Yes,high,3.4000000000000004,Apple,555,147,80+
8,4,2,29.0,No,average,3.4000000000000004,HP,560,108,80+
6,7,1,34.0,Yes,high,3.3000000000000003,Acer,455,128,60-
5,8,7,27.0,No,high,3.1,HP,650,116,60~80
7,14,7,19.0,No,low,2.0,HP,990,110,60~80
5,13,2,34.0,Yes,low,4.1000000000000005,Asus,365,118,80+
8,6,8,25.0,No,low,2.6,Acer,290,149,60-
3,3,2,19.0,Yes,low,2.9000000000000004,Dell,360,105,60~80
12,6,2,35.0,No,low,4.0,HP,120,141,80+
6,4,0,28.0,Yes,high,1.9000000000000001,Dell,305,147,80+
8,4,7,23.0,No,low,2.2,Asus,315,141,60-
6,7,10,29.0,No,high,2.6,Asus,825,112,60-
8,5,2,33.0,Yes,average,2.4000000000000004,Asus,110,129,80+
7,7,2,34.0,Yes,low,2.5,Dell,540,127,60~80
9,14,10,26.0,No,high,3.3000000000000003,Asus,630,111,80+
6,3,9,32.0,No,high,4.2,Asus,355,115,80+
7,5,1,24.0,No,high,3.4000000000000004,Leveno,675,139,80+
8,6,11,30.0,No,high,2.7,Apple,660,113,80+
4,3,3,34.0,Yes,average,1.8,Leveno,840,110,60~80
7,7,2,24.0,Yes,average,4.0,Asus,620,109,80+
9,5,2,28.0,No,average,2.6,HP,575,114,60-
6,2,5,28.0,No,average,3.9000000000000004,Asus,645,121,80+
9,6,0,25.0,Yes,high,3.9000000000000004,HP,905,167,80+
6,6,0,34.0,No,low,2.2,Acer,700,124,60-
9,7,3,31.0,No,high,2.6,Dell,455,108,80+
6,3,11,31.0,No,average,3.4000000000000004,Leveno,190,149,60-
6,2,12,29.0,No,low,3.3000000000000003,Acer,635,109,60-
7,3,10,23.0,No,average,2.7,HP,775,111,60-
7,6,0,30.0,No,high,2.8000000000000003,Leveno,645,128,60~80
9,3,1,30.0,No,average,1.8,Leveno,0,110,60~80
6,3,3,19.0,No,low,3.5,Acer,810,126,60~80
7,3,8,35.0,Yes,average,2.1,Dell,340,136,60-
4,3,0,24.0,No,average,2.2,Leveno,470,177,80+
4,5,7,28.0,Yes,high,2.1,Asus,685,122,60-
7,3,2,22.0,Yes,low,3.0,Apple,775,119,80+
9,7,0,32.0,Yes,high,3.2,Acer,195,114,60-
6,5,0,34.0,Yes,low,2.4000000000000004,Asus,320,108,60-
9,6,4,28.0,Yes,low,2.4000000000000004,Dell,625,107,80+
6,8,2,33.0,Yes,low,3.9000000000000004,Leveno,770,115,80+
8,6,8,33.0,Yes,low,4.3,Leveno,650,146,80+
7,9,12,33.0,Yes,high,2.8000000000000003,Asus,490,117,60-
6,3,5,33.0,Yes,high,3.5,HP,555,143,60-
9,6,11,19.0,No,high,3.1,Asus,930,160,80+
8,7,5,23.0,No,average,4.1000000000000005,HP,600,108,80+
7,3,2,32.0,Yes,average,3.5,Acer,220,114,80+
8,8,0,30.0,No,high,2.8000000000000003,Leveno,335,134,60-
7,4,0,27.0,No,average,3.3000000000000003,Dell,555,137,60~80
3,5,1,26.0,No,high,3.5,Apple,380,128,80+
7,5,0,28.0,Yes,low,3.3000000000000003,Acer,65,142,60-
4,4,2,22.0,Yes,average,3.6,Acer,815,119,60~80
6,4,10,34.0,No,high,3.7,Leveno,650,176,80+
8,3,0,33.0,Yes,low,3.0,HP,665,129,60-
8,9,11,19.0,No,high,3.6,Leveno,940,115,80+
8,3,2,30.0,No,high,4.0,Asus,665,116,80+
9,3,9,23.0,No,high,2.2,Acer,615,129,60-
7,4,4,26.0,No,high,3.9000000000000004,Leveno,390,128,80+
6,3,0,23.0,No,low,4.3,Asus,415,100,80+
9,4,4,21.0,No,high,1.9000000000000001,HP,545,137,80+
6,4,0,35.0,Yes,low,3.8000000000000003,Apple,120,114,80+
5,4,0,33.0,Yes,average,3.5,Acer,480,132,60~80
4,5,2,32.0,No,high,2.0,Leveno,785,135,60~80
5,4,3,19.0,No,low,1.8,HP,595,139,60~80
8,12,2,30.0,No,low,2.8000000000000003,Asus,260,113,60~80
7,8,11,33.0,No,low,2.8000000000000003,HP,695,110,60~80
4,1,8,21.0,Yes,high,2.9000000000000004,Asus,540,103,60-
7,3,13,33.0,No,average,2.0,Apple,220,138,60-
11,5,2,23.0,No,average,4.1000000000000005,HP,215,112,80+
6,5,7,27.0,No,average,1.9000000000000001,HP,450,176,80+
4,2,2,19.0,Yes,low,4.0,HP,195,134,80+
9,6,7,26.0,Yes,average,4.2,Acer,670,116,80+
7,2,1,26.0,Yes,low,3.0,Asus,670,139,80+
6,5,8,20.0,Yes,low,2.9000000000000004,Apple,170,124,60-
5,3,1,21.0,Yes,average,4.2,Acer,545,133,80+
3,7,1,31.0,Yes,average,3.6,Acer,990,104,60~80
7,6,13,26.0,Yes,high,3.9000000000000004,Apple,620,114,80+
8,1,2,31.0,No,low,3.3000000000000003,HP,385,109,80+
7,3,1,23.0,No,high,3.8000000000000003,Asus,755,110,80+
7,4,0,32.0,Yes,average,2.0,Dell,530,119,60~80
6,2,0,25.0,Yes,average,2.4000000000000004,Dell,320,127,60~80
6,4,2,30.0,No,high,2.8000000000000003,HP,965,108,60~80
6,6,6,35.0,Yes,low,2.1,HP,745,120,60-
6,2,1,25.0,Yes,average,3.7,HP,950,117,80+
9,3,9,31.0,Yes,low,3.8000000000000003,HP,720,113,80+
8,8,0,20.0,Yes,low,2.6,Apple,320,143,80+
10,4,2,30.0,Yes,average,1.9000000000000001,Dell,430,103,80+
5,1,1,23.0,No,average,2.4000000000000004,Leveno,0,143,60-
4,4,6,33.0,Yes,average,2.3000000000000003,Apple,85,148,60-
4,7,13,21.0,Yes,high,2.4000000000000004,HP,980,102,60~80
5,6,6,33.0,No,average,3.4000000000000004,Dell,70,124,60~80
4,7,2,27.0,Yes,low,2.0,Apple,510,139,60~80
6,7,5,31.0,Yes,average,3.1,Asus,130,148,60-
4,6,2,28.0,No,average,2.2,Leveno,595,117,60-
8,3,7,34.0,Yes,high,3.5,Apple,620,143,80+
6,12,0,26.0,Yes,high,2.3000000000000003,Dell,365,140,80+
7,1,10,20.0,No,average,3.0,HP,370,138,60-
9,4,12,21.0,No,low,4.0,Apple,455,103,80+
8,7,0,25.0,No,low,4.3,Dell,375,125,80+
9,2,12,23.0,No,average,1.8,Apple,620,117,60-
7,13,6,25.0,No,low,3.1,Apple,495,127,80+
7,7,3,26.0,No,low,1.8,Apple,385,111,80+
9,3,0,27.0,No,low,3.8000000000000003,Asus,200,126,80+
6,4,4,30.0,Yes,low,2.5,HP,790,124,80+
7,12,11,30.0,Yes,low,3.4000000000000004,Asus,380,180,80+
6,12,0,25.0,No,low,2.9000000000000004,Leveno,990,143,80+
7,4,0,30.0,No,low,3.0,Acer,460,145,80+
8,3,0,19.0,No,average,3.0,Apple,890,124,80+
6,4,0,29.0,Yes,high,2.6,Acer,405,114,60-
7,3,10,24.0,Yes,low,3.0,Dell,715,106,60-
5,7,11,23.0,Yes,average,2.1,Acer,420,136,60-
9,2,8,33.0,No,high,3.3000000000000003,Leveno,415,127,60-
7,3,7,19.0,Yes,high,1.9000000000000001,Dell,870,121,60-
8,3,1,19.0,Yes,low,3.8000000000000003,Leveno,990,108,80+
8,5,0,28.0,No,average,2.6,Asus,790,142,80+
6,5,6,26.0,Yes,low,3.1,Acer,425,133,60-
